station_id,number_of_chargers,max_station_power_kw,parking_spots,station_age_years,charger_type,station_type,renewable_energy_source,avg_utilization,congestion_freq,total_sessions,avg_wait_time,avg_session_duration,power_per_charger,charger_to_parking_ratio,target_high_util,target_high_congestion,availability,avg_capacity_utilization,avg_duration_min,avg_energy_per_session,avg_revenue_per_session,avg_users_per_day,avg_utilization_rate,avg_wait_time_min,city,congested_hours,max_queue_length,pct_long_wait_sessions,peak_sessions,total_energy_kwh,total_revenue_usd,norm_demand,norm_capacity,norm_congestion,gap_score,priority_tier,revenue_per_charger,sessions_per_charger
EVS04803,6,900,8,7,AC Level 1,Fast Charging,Yes,0.1775438596491227,0.087719298245614,57,1.0656140350877192,63.91543859649123,150.0,0.75,0,0,9:00-18:00,0.0187,63.92,17.2,2.12,51.0,0.1775,1.07,Unknown,285,4.0,0.0,1311,55893.35,6896.43,0.23041474654377878,0.3160547156227501,0.087719298245614,0.064,Overbuilt,1149.4,9.5
EVS04804,1,150,2,9,AC Level 1,Fast Charging,Yes,0.91738322147651,0.87248322147651,150,8.160771812080537,61.9264,150.0,0.5,1,1,6:00-22:00,0.1132,61.93,16.78,2.41,145.0,0.9174,8.15,Unknown,19500,5.0,12.67,7450,375071.0,53759.2,0.6589861751152074,0.04607631389488841,0.87248322147651,0.6034,Critical Congestion,53759.2,150.0
EVS04805,3,150,4,16,AC Level 2,Fast Charging,Yes,0.3441090909090909,0.1742424242424242,133,4.128674242424243,61.473984962406014,50.0,0.75,0,0,9:00-18:00,0.116,61.47,17.08,5.58,129.0,0.3441,4.1,Unknown,3059,3.0,3.01,5148,299841.3,97926.84,0.5806451612903226,0.04607631389488841,0.1742424242424242,0.2927,Healthy Stable,32642.28,44.33
EVS04806,6,900,9,3,AC Level 2,Fast Charging,Yes,0.1723592,0.128,125,2.12008,62.04896,150.0,0.6666666666666666,0,0,6:00-22:00,0.0195,62.05,17.76,4.51,139.0,0.1724,2.12,Unknown,2000,3.0,0.0,3875,277503.75,70532.5,0.543778801843318,0.3160547156227501,0.128,0.2055,Overbuilt,11755.42,20.83
EVS04807,3,450,7,10,AC Level 1,Fast Charging,Yes,0.3348566666666667,0.1222222222222222,90,2.849111111111111,60.27366666666667,150.0,0.4285714285714285,0,0,9:00-18:00,0.0389,60.27,17.21,5.43,92.0,0.3349,2.85,Unknown,990,3.0,0.0,2250,139370.22,44001.0,0.3824884792626728,0.1540676745860331,0.1222222222222222,0.1711,Healthy Stable,14667.0,30.0
EVS04808,1,50,1,10,DC Fast Charger,Fast Charging,No,0.8231425287356322,0.7816091954022989,177,9.090344827586208,54.16316384180791,50.0,1.0,1,1,24/7,0.4535,54.16,17.39,4.11,162.0,0.8231,9.06,Unknown,24072,7.0,19.77,12180,535507.79,126625.02,0.783410138248848,0.010079193664506839,0.7816091954022989,0.624,Critical Congestion,126625.02,177.0
EVS04809,1,22,1,4,AC Level 1,Destination/AC,Yes,0.9047362637362638,0.8131868131868132,91,6.100989010989012,63.22197802197802,22.0,1.0,1,1,24/7,0.7561,63.22,17.21,4.39,79.0,0.9047,6.1,Unknown,6734,4.0,6.59,2548,142495.44,36330.84,0.3870967741935484,0.0,0.8131868131868132,0.4801,Critical Congestion,36330.84,91.0
EVS04810,4,600,7,3,AC Level 2,Fast Charging,No,0.2650132867132867,0.1118881118881118,144,3.26951048951049,63.16180555555555,150.0,0.5714285714285714,0,0,9:00-18:00,0.0286,63.16,17.44,7.8,147.0,0.265,3.26,Unknown,2304,3.0,2.08,6435,359205.13,160543.24,0.631336405529954,0.20806335493160547,0.1118881118881118,0.2557,Healthy Stable,40135.81,36.0
EVS04811,1,350,2,15,AC Level 2,Ultra-Fast Charging,No,0.8605391304347826,0.717391304347826,46,4.279782608695652,59.98695652173913,350.0,0.5,1,1,9:00-18:00,0.0477,59.99,16.26,2.97,48.0,0.8605,4.28,Unknown,1518,4.0,4.35,644,34402.94,6286.36,0.17972350230414746,0.11807055435565153,0.717391304347826,0.3352,Critical Congestion,6286.36,46.0
EVS04812,1,50,1,15,DC Fast Charger,Fast Charging,Yes,0.7956920634920635,0.5873015873015873,63,4.790634920634921,51.99761904761905,50.0,1.0,1,1,6:00-22:00,0.4734,52.0,17.91,8.6,55.0,0.7957,4.79,Unknown,2331,4.0,6.35,1449,71092.22,34147.26,0.25806451612903225,0.010079193664506839,0.5873015873015873,0.3361,Critical Congestion,34147.26,63.0
EVS04813,1,50,1,16,DC Fast Charger,Fast Charging,No,0.8289231707317073,0.7439024390243902,82,8.745731707317074,55.129634146341466,50.0,1.0,1,1,6:00-22:00,0.4521,55.13,18.18,2.6,101.0,0.8289,8.75,Unknown,5002,5.0,21.95,1886,122262.16,17453.7,0.34562211981566815,0.010079193664506839,0.7439024390243902,0.4338,Critical Congestion,17453.7,82.0
EVS04814,4,88,6,13,DC Fast Charger,Destination/AC,Yes,0.2579268041237113,0.1443298969072164,97,2.561030927835052,61.90329896907216,22.0,0.6666666666666666,0,0,6:00-22:00,0.1956,61.9,17.07,2.43,106.0,0.2579,2.56,Unknown,1358,3.0,0.0,3686,160597.37,22882.3,0.4147465437788018,0.023758099352051837,0.1443298969072164,0.2189,Healthy Stable,5720.58,24.25
EVS04815,3,1050,5,6,DC Fast Charger,Ultra-Fast Charging,No,0.2797437086092715,0.2251655629139073,152,4.353211920529802,50.0225,350.0,0.6,0,0,6:00-22:00,0.0225,50.02,16.51,3.04,138.0,0.2797,4.34,Unknown,5168,4.0,3.29,7701,378964.55,69861.66,0.6682027649769585,0.37005039596832257,0.2251655629139073,0.2833,Healthy Stable,23287.22,50.67
EVS04816,4,88,8,12,AC Level 2,Destination/AC,No,0.2575735294117647,0.0735294117647058,68,2.066470588235294,61.81764705882353,22.0,0.5,0,0,6:00-22:00,0.1926,61.82,17.37,3.0,64.0,0.2576,2.07,Unknown,340,4.0,0.0,1700,80324.12,13893.08,0.28110599078341014,0.023758099352051837,0.0735294117647058,0.1371,Healthy Stable,3473.27,17.0
EVS04817,3,150,4,9,AC Level 2,Fast Charging,Yes,0.3369402366863905,0.2485207100591716,169,4.838224852071006,60.64934911242604,50.0,0.75,0,0,6:00-22:00,0.1154,60.65,16.88,1.71,158.0,0.3369,4.84,Unknown,7098,4.0,3.55,7943,482154.13,48942.4,0.7465437788018433,0.04607631389488841,0.2485207100591716,0.3888,Healthy Stable,16314.13,56.33
EVS04818,6,2100,7,5,AC Level 2,Ultra-Fast Charging,No,0.1744023255813953,0.0697674418604651,86,1.1247674418604652,62.784651162790695,350.0,0.8571428571428571,0,0,24/7,0.0079,62.78,16.65,3.91,69.0,0.1744,1.12,Unknown,516,2.0,0.0,2236,123110.55,28951.9,0.3640552995391705,0.748020158387329,0.0697674418604651,0.0239,Overbuilt,4825.32,14.33
EVS04819,1,350,2,15,AC Level 2,Ultra-Fast Charging,No,0.9258891304347826,0.9021739130434784,92,8.971847826086956,63.06576086956522,350.0,0.5,1,1,6:00-22:00,0.0478,63.07,16.78,6.02,103.0,0.9259,8.97,Unknown,7636,5.0,16.3,3496,141989.4,50965.24,0.39170506912442393,0.11807055435565153,0.9021739130434784,0.4939,Critical Congestion,50965.24,92.0
EVS04820,1,350,1,11,AC Level 2,Ultra-Fast Charging,No,0.8962682291666666,0.8385416666666666,192,9.15328125,61.5465625,350.0,1.0,1,1,24/7,0.0491,61.55,17.15,5.44,168.0,0.8963,9.15,Unknown,30912,7.0,17.19,13248,632343.94,200461.44,0.8525345622119815,0.11807055435565153,0.8385416666666666,0.6528,Critical Congestion,200461.44,192.0
EVS04821,1,350,2,6,DC Fast Charger,Ultra-Fast Charging,No,0.8153805970149254,0.746268656716418,134,8.265298507462687,54.41059701492538,350.0,0.5,1,1,6:00-22:00,0.0631,54.41,17.28,2.82,104.0,0.8154,8.27,Unknown,13400,5.0,14.93,5628,310338.1,50589.02,0.5852534562211982,0.11807055435565153,0.746268656716418,0.509,Critical Congestion,50589.02,134.0
EVS04822,3,1050,6,16,DC Fast Charger,Ultra-Fast Charging,No,0.2875303999999999,0.16,125,3.98984,51.755840000000006,350.0,0.5,0,0,24/7,0.0217,51.76,16.6,2.36,127.0,0.2875,3.99,Unknown,2500,3.0,2.4,4250,259428.25,36856.25,0.543778801843318,0.37005039596832257,0.16,0.2075,Healthy Stable,12285.42,41.67
EVS04823,3,66,5,9,DC Fast Charger,Destination/AC,No,0.354554248366013,0.261437908496732,153,4.9992810457516335,63.81980392156863,22.0,0.6,0,0,9:00-18:00,0.2476,63.82,16.93,3.11,164.0,0.3546,5.0,Unknown,6120,4.0,3.92,7344,396255.31,72798.93,0.6728110599078341,0.015838732901367888,0.261437908496732,0.3705,Healthy Stable,24266.31,51.0
EVS04824,8,400,10,8,AC Level 2,Fast Charging,Yes,0.1322313953488372,0.0697674418604651,173,2.4481976744186045,63.10554913294798,50.0,0.8,0,0,6:00-22:00,0.0448,63.11,18.45,9.06,175.0,0.1322,2.44,Unknown,2076,3.0,0.0,9804,548909.79,269456.92,0.7649769585253456,0.13606911447084233,0.0697674418604651,0.3067,Overbuilt,33682.12,21.62
EVS04825,5,1750,7,14,AC Level 2,Ultra-Fast Charging,No,0.2114064516129032,0.075268817204301,93,1.907741935483871,63.42247311827957,350.0,0.7142857142857143,0,0,9:00-18:00,0.0099,63.42,17.96,6.73,97.0,0.2114,1.91,Unknown,651,2.0,0.0,2232,155364.5,58231.95,0.3963133640552995,0.6220302375809935,0.075268817204301,0.0642,Healthy Stable,11646.39,18.6
EVS04826,3,1050,5,4,AC Level 2,Ultra-Fast Charging,No,0.3214162162162162,0.054054054054054,74,2.602837837837838,57.85486486486487,350.0,0.6,0,0,9:00-18:00,0.0172,57.85,16.92,3.47,83.0,0.3214,2.6,Unknown,296,3.0,0.0,1850,92663.32,19025.4,0.3087557603686636,0.37005039596832257,0.054054054054054,0.0711,Healthy Stable,6341.8,24.67
EVS04827,4,600,5,10,AC Level 2,Fast Charging,Yes,0.2352217391304348,0.0652173913043478,46,1.339782608695652,56.45195652173913,150.0,0.8,0,0,9:00-18:00,0.0268,56.45,14.97,5.33,47.0,0.2352,1.34,Unknown,138,2.0,0.0,736,31686.13,11280.12,0.17972350230414746,0.20806335493160547,0.0652173913043478,0.0564,Healthy Stable,2820.03,11.5
EVS04828,4,200,6,7,AC Level 2,Fast Charging,No,0.2499530612244898,0.0714285714285714,98,2.573367346938776,59.98918367346938,50.0,0.6666666666666666,0,0,9:00-18:00,0.0851,59.99,16.38,1.84,103.0,0.25,2.57,Unknown,686,3.0,1.02,3332,157354.09,17717.42,0.4193548387096774,0.06407487401007919,0.0714285714285714,0.1835,Healthy Stable,4429.35,24.5
EVS04829,5,1750,9,7,DC Fast Charger,Ultra-Fast Charging,Yes,0.1795697297297297,0.1459459459459459,187,3.51545945945946,53.29508021390375,350.0,0.5555555555555556,0,0,24/7,0.0126,53.3,17.01,5.21,166.0,0.1796,3.52,Unknown,5049,4.0,1.07,11840,588443.01,180212.2,0.8294930875576038,0.6220302375809935,0.1459459459459459,0.2658,Overbuilt,36042.44,37.4
EVS04830,2,700,4,11,AC Level 2,Ultra-Fast Charging,No,0.5202981981981981,0.2072072072072072,111,3.771891891891892,62.45567567567568,350.0,0.5,1,0,6:00-22:00,0.025,62.46,17.73,2.89,95.0,0.5203,3.77,Unknown,2553,3.0,0.9,4107,218467.65,35647.65,0.47926267281105994,0.244060475161987,0.2072072072072072,0.2258,Healthy Stable,17823.82,55.5
EVS04831,1,22,1,9,AC Level 2,Destination/AC,Yes,0.90829,0.8125,80,7.731,63.542875,22.0,1.0,1,1,9:00-18:00,0.7973,63.54,18.08,9.06,72.0,0.9083,7.73,Unknown,5200,6.0,15.0,2000,115743.12,58008.8,0.33640552995391704,0.0,0.8125,0.4596,Critical Congestion,58008.8,80.0
EVS04832,2,300,3,3,DC Fast Charger,Fast Charging,No,0.4555815789473684,0.1578947368421052,38,2.086315789473684,54.66973684210526,150.0,0.6666666666666666,0,0,6:00-22:00,0.072,54.67,16.82,5.19,32.0,0.4556,2.09,Unknown,228,2.0,0.0,570,24281.35,7487.14,0.14285714285714285,0.10007199424046076,0.1578947368421052,0.1003,Healthy Stable,3743.57,19.0
EVS04833,1,150,2,14,AC Level 2,Fast Charging,No,0.8920743902439023,0.8414634146341463,82,6.848780487804878,61.606219512195125,150.0,0.5,1,1,24/7,0.1134,61.61,16.7,7.54,79.0,0.8921,6.85,Unknown,5658,5.0,12.2,2214,112301.21,50694.04,0.34562211981566815,0.04607631389488841,0.8414634146341463,0.4656,Critical Congestion,50694.04,82.0
EVS04834,1,150,1,15,AC Level 2,Fast Charging,Yes,0.9185916666666666,0.875,48,5.588541666666667,60.81375,150.0,1.0,1,1,24/7,0.1207,60.81,17.92,5.13,54.0,0.9186,5.59,Unknown,2016,3.0,10.42,912,41288.06,11811.84,0.1889400921658986,0.04607631389488841,0.875,0.4164,Critical Congestion,11811.84,48.0
EVS04835,1,150,1,11,AC Level 2,Fast Charging,Yes,0.882507558139535,0.8488372093023255,172,9.131453488372092,62.85476744186047,150.0,1.0,1,1,9:00-18:00,0.1172,62.85,17.86,8.93,176.0,0.8825,9.13,Unknown,25112,6.0,17.44,9632,528395.87,264130.08,0.7603686635944701,0.04607631389488841,0.8488372093023255,0.6345,Critical Congestion,264130.08,172.0
EVS04836,5,750,6,3,DC Fast Charger,Fast Charging,No,0.1824854545454545,0.109090909090909,110,1.9673636363636364,54.74609090909091,150.0,0.8333333333333334,0,0,6:00-22:00,0.0283,54.75,17.3,7.97,102.0,0.1825,1.97,Unknown,1320,3.0,0.0,4510,209382.36,96496.4,0.4746543778801844,0.2620590352771778,0.109090909090909,0.1811,Overbuilt,19299.28,22.0
EVS04837,7,1050,10,14,DC Fast Charger,Fast Charging,No,0.137909375,0.09375,32,0.6103125,57.9209375,150.0,0.7,0,0,6:00-22:00,0.0171,57.92,15.04,3.65,37.0,0.1379,0.61,Unknown,96,2.0,0.0,320,15400.51,3741.76,0.1152073732718894,0.37005039596832257,0.09375,0.0096,Overbuilt,534.54,4.57
EVS04838,5,250,8,7,AC Level 1,Fast Charging,Yes,0.2228692307692307,0.0384615384615384,26,0.6803846153846155,66.86,50.0,0.625,0,0,24/7,0.0669,66.86,18.12,8.19,26.0,0.2229,0.68,Unknown,26,2.0,0.0,208,12246.0,5534.62,0.08755760368663594,0.08207343412526998,0.0384615384615384,0.034,Healthy Stable,1106.92,5.2
EVS04839,2,100,4,3,DC Fast Charger,Fast Charging,Yes,0.4341970760233918,0.3625730994152046,174,7.003508771929824,51.22431034482759,50.0,0.5,0,1,9:00-18:00,0.2242,51.22,16.6,4.06,155.0,0.4342,6.95,Unknown,10788,5.0,10.34,8892,493975.05,120900.42,0.7695852534562212,0.028077753779697623,0.3625730994152046,0.4472,Healthy Stable,60450.21,87.0
EVS04840,6,300,7,11,AC Level 1,Fast Charging,Yes,0.169620625,0.10625,162,3.10603125,60.30895061728395,50.0,0.8571428571428571,0,0,24/7,0.0574,60.31,16.71,4.1,168.0,0.1696,3.11,Unknown,2754,4.0,0.62,8640,433091.36,106236.8,0.7142857142857143,0.10007199424046076,0.10625,0.3082,Low Demand,17706.13,27.0
EVS04841,2,300,3,15,AC Level 1,Fast Charging,Yes,0.506312987012987,0.3441558441558441,154,6.330974025974026,60.757857142857134,150.0,0.6666666666666666,0,1,6:00-22:00,0.0571,60.76,17.15,5.24,140.0,0.5063,6.33,Unknown,8162,5.0,10.39,6930,406650.24,124296.48,0.6774193548387097,0.10007199424046076,0.3441558441558441,0.3886,Healthy Stable,62148.24,77.0
EVS04842,3,66,6,14,DC Fast Charger,Destination/AC,Yes,0.336075,0.125,41,1.2235,59.01756097560976,22.0,0.5,0,0,9:00-18:00,0.2529,59.02,15.8,5.52,35.0,0.3361,1.3,Unknown,205,4.0,0.0,520,25910.88,9046.4,0.15668202764976957,0.015838732901367888,0.125,0.1095,Healthy Stable,3015.47,13.67
EVS04843,8,2800,10,7,DC Fast Charger,Ultra-Fast Charging,No,0.096815625,0.0625,32,0.528125,46.4696875,350.0,0.8,0,0,6:00-22:00,0.0101,46.47,18.94,5.41,31.0,0.0968,0.53,Unknown,64,2.0,0.0,256,19390.5,5539.2,0.1152073732718894,0.9999999999999999,0.0625,-0.1289,Overbuilt,692.4,4.0
EVS04844,4,1400,8,12,AC Level 2,Ultra-Fast Charging,Yes,0.258996,0.08,50,1.5828,62.156400000000005,350.0,0.5,0,0,24/7,0.0119,62.16,17.15,8.58,47.0,0.259,1.58,Unknown,200,2.0,0.0,900,42864.2,21448.0,0.19815668202764977,0.496040316774658,0.08,0.0121,Healthy Stable,5362.0,12.5
EVS04845,6,900,10,9,AC Level 1,Fast Charging,Yes,0.1703237179487179,0.0833333333333333,157,2.0995192307692307,60.92598726114649,150.0,0.6,0,0,24/7,0.019,60.93,16.78,4.12,138.0,0.1703,2.1,Unknown,2041,3.0,0.0,7956,410938.63,100891.44,0.6912442396313364,0.3160547156227501,0.0833333333333333,0.2466,Overbuilt,16815.24,26.17
EVS04846,1,22,1,7,AC Level 2,Destination/AC,No,0.8845218487394958,0.865546218487395,120,7.554831932773109,60.37716666666667,22.0,1.0,1,1,24/7,0.8,60.38,17.05,5.42,141.0,0.8845,7.58,Unknown,12360,3.0,13.33,4998,243413.91,77407.12,0.5207373271889402,0.0,0.865546218487395,0.5545,Critical Congestion,77407.12,120.0
EVS04847,1,50,2,12,AC Level 2,Fast Charging,Yes,0.8925775147928994,0.8402366863905325,170,8.546923076923077,60.98923529411765,50.0,0.5,1,1,6:00-22:00,0.3423,60.99,16.76,6.69,153.0,0.8926,8.55,Unknown,24140,7.0,15.29,10140,481607.24,192298.34,0.751152073732719,0.010079193664506839,0.8402366863905325,0.6345,Critical Congestion,192298.34,170.0
EVS04848,3,450,4,7,AC Level 1,Fast Charging,Yes,0.3310685714285714,0.0,35,0.7971428571428572,59.59228571428572,150.0,0.75,0,0,6:00-22:00,0.0385,59.59,17.12,5.26,30.0,0.3311,0.8,Unknown,0,1.0,0.0,385,20977.71,6440.7,0.12903225806451613,0.1540676745860331,0.0,0.0208,Healthy Stable,2146.9,11.67
EVS04849,4,88,7,15,DC Fast Charger,Destination/AC,Yes,0.2657,0.025,40,1.11,63.7655,22.0,0.5714285714285714,0,0,24/7,0.1823,63.77,16.53,5.76,40.0,0.2657,1.11,Unknown,40,2.0,0.0,520,26445.64,9208.0,0.15207373271889402,0.023758099352051837,0.025,0.0661,Healthy Stable,2302.0,10.0
EVS04850,1,150,1,8,DC Fast Charger,Fast Charging,Yes,0.8292111731843576,0.770949720670391,179,8.978156424581005,55.07217877094972,150.0,1.0,1,1,6:00-22:00,0.1395,55.07,16.66,2.56,163.0,0.8292,8.98,Unknown,24702,8.0,18.99,11456,533652.7,82135.94,0.7926267281105991,0.04607631389488841,0.770949720670391,0.6162,Critical Congestion,82135.94,179.0
EVS04851,4,200,8,13,DC Fast Charger,Fast Charging,No,0.2194133757961783,0.2229299363057325,158,4.421847133757962,52.32651898734177,50.0,0.5,0,0,6:00-22:00,0.1108,52.33,16.54,5.24,168.0,0.2194,4.4,Unknown,5530,4.0,3.8,8792,410387.8,129873.54,0.695852534562212,0.06407487401007919,0.2229299363057325,0.3547,Healthy Stable,32468.38,39.5
EVS04852,5,1750,9,15,AC Level 2,Ultra-Fast Charging,Yes,0.2090827868852459,0.1065573770491803,123,2.5423360655737706,62.21512195121952,350.0,0.5555555555555556,0,0,6:00-22:00,0.0097,62.22,16.71,5.29,134.0,0.2091,2.53,Unknown,1599,3.0,0.81,4758,250752.82,79381.74,0.5345622119815668,0.6220302375809935,0.1065573770491803,0.132,Healthy Stable,15876.35,24.6
EVS04853,2,44,3,16,AC Level 2,Destination/AC,No,0.5077410256410256,0.1282051282051282,39,1.7443589743589745,60.92948717948718,22.0,0.6666666666666666,0,0,24/7,0.4096,60.93,17.36,8.37,32.0,0.5077,1.74,Unknown,195,2.0,0.0,507,26410.92,12737.79,0.14746543778801843,0.007919366450683946,0.1282051282051282,0.1087,Healthy Stable,6368.9,19.5
EVS04854,2,300,3,10,AC Level 2,Fast Charging,Yes,0.507575,0.05,20,1.3555,60.909000000000006,150.0,0.6666666666666666,0,0,9:00-18:00,0.0561,60.91,16.54,4.6,26.0,0.5076,1.36,Unknown,20,3.0,0.0,180,6617.7,1838.8,0.05990783410138249,0.10007199424046076,0.05,0.0239,Healthy Stable,919.4,10.0
EVS04855,2,44,3,16,DC Fast Charger,Destination/AC,Yes,0.50159,0.05,20,0.921,60.310500000000005,22.0,0.6666666666666666,0,0,6:00-22:00,0.4237,60.31,18.2,7.19,24.0,0.5016,0.92,Unknown,20,1.0,0.0,160,7278.56,2876.2,0.05990783410138249,0.007919366450683946,0.05,0.0424,Healthy Stable,1438.1,10.0
EVS04856,1,150,1,14,AC Level 2,Fast Charging,Yes,0.8919040322580645,0.8387096774193549,125,7.95866935483871,61.14224,150.0,1.0,1,1,9:00-18:00,0.1162,61.14,17.13,6.66,129.0,0.8919,7.92,Unknown,13000,6.0,12.0,5580,265478.17,103231.24,0.543778801843318,0.04607631389488841,0.8387096774193549,0.5438,Critical Congestion,103231.24,125.0
EVS04857,1,150,2,7,DC Fast Charger,Fast Charging,No,0.7829545454545455,0.7202797202797203,143,8.73888111888112,50.99517482517483,150.0,0.5,1,1,6:00-22:00,0.1724,51.0,18.61,6.48,154.0,0.783,8.74,Unknown,14729,6.0,14.69,7150,380604.08,132490.93,0.6267281105990784,0.04607631389488841,0.7202797202797203,0.5296,Critical Congestion,132490.93,143.0
EVS04858,5,110,9,13,AC Level 1,Destination/AC,No,0.213126923076923,0.1384615384615384,131,2.2324615384615383,63.44969465648855,22.0,0.5555555555555556,0,0,9:00-18:00,0.153,63.45,17.06,8.69,119.0,0.2131,2.22,Unknown,2358,4.0,0.0,5330,290586.66,147979.0,0.5714285714285715,0.03167746580273578,0.1384615384615384,0.2776,Healthy Stable,29595.8,26.2
EVS04859,1,150,1,9,DC Fast Charger,Fast Charging,Yes,0.7971696428571429,0.625,56,5.088035714285715,51.473214285714285,150.0,1.0,1,1,9:00-18:00,0.1677,51.47,19.12,7.96,58.0,0.7972,5.09,Unknown,1960,5.0,5.36,1064,59972.25,24969.84,0.22580645161290322,0.04607631389488841,0.625,0.3311,Critical Congestion,24969.84,56.0
EVS04860,6,300,8,14,AC Level 1,Fast Charging,Yes,0.1748811023622047,0.0787401574803149,128,2.4844488188976377,62.465546875,50.0,0.75,0,0,9:00-18:00,0.059,62.47,17.66,5.74,139.0,0.1749,2.48,Unknown,1280,3.0,1.56,4572,287005.01,93336.11,0.5576036866359447,0.10007199424046076,0.0787401574803149,0.2345,Low Demand,15556.02,21.33
EVS04861,6,300,10,16,AC Level 2,Fast Charging,Yes,0.1838444444444444,0.0555555555555555,18,0.4622222222222222,66.18111111111111,50.0,0.6,0,0,24/7,0.0586,66.18,17.7,3.94,24.0,0.1838,0.46,Unknown,18,3.0,0.0,90,5734.89,1274.94,0.05069124423963134,0.10007199424046076,0.0555555555555555,0.0225,Low Demand,212.49,3.0
EVS04862,8,400,10,3,AC Level 1,Fast Charging,Yes,0.1304942307692307,0.0448717948717948,156,1.531474358974359,62.63711538461538,50.0,0.8,0,0,9:00-18:00,0.0423,62.64,16.91,6.38,151.0,0.1305,1.53,Unknown,1092,2.0,0.0,7020,411583.69,155376.0,0.6866359447004609,0.13606911447084233,0.0448717948717948,0.2654,Overbuilt,19422.0,19.5
EVS04863,7,2450,9,13,AC Level 2,Ultra-Fast Charging,Yes,0.1493571428571428,0.0634920634920634,190,2.209761904761905,62.4002105263158,350.0,0.7777777777777778,0,0,24/7,0.0073,62.4,17.96,7.16,162.0,0.1494,2.2,Unknown,2280,3.0,0.0,10773,645032.24,257049.45,0.8433179723502304,0.8740100791936645,0.0634920634920634,0.1879,Overbuilt,36721.35,27.14
EVS04864,1,350,1,5,AC Level 1,Ultra-Fast Charging,No,0.8757922480620155,0.8062015503875969,130,8.063023255813954,60.324,350.0,1.0,1,1,24/7,0.0499,60.32,17.16,2.98,133.0,0.8758,8.11,Unknown,13520,6.0,16.15,5418,287816.93,49928.16,0.5668202764976958,0.11807055435565153,0.8062015503875969,0.5256,Critical Congestion,49928.16,130.0
EVS04865,3,66,6,8,AC Level 2,Destination/AC,Yes,0.3410900662251656,0.2913907284768212,152,5.609205298013245,60.99263157894736,22.0,0.5,0,1,24/7,0.2458,60.99,15.85,4.23,160.0,0.3411,5.7,Unknown,6688,5.0,6.58,8003,363722.46,96991.83,0.6682027649769585,0.015838732901367888,0.2913907284768212,0.3807,Healthy Stable,32330.61,50.67
EVS04866,5,1750,10,3,AC Level 2,Ultra-Fast Charging,No,0.209086301369863,0.0547945205479452,146,2.061301369863014,62.72547945205479,350.0,0.5,0,0,6:00-22:00,0.0095,62.73,16.88,3.64,111.0,0.2091,2.06,Unknown,1168,3.0,0.0,8176,359721.22,77632.58,0.6405529953917051,0.6220302375809935,0.0547945205479452,0.1537,Healthy Stable,15526.52,29.2
EVS04867,1,50,2,6,AC Level 2,Fast Charging,No,0.9040615384615384,0.7912087912087912,91,7.934065934065934,62.01043956043956,50.0,0.5,1,1,9:00-18:00,0.3241,62.01,16.0,4.57,92.0,0.9041,7.93,Unknown,6552,5.0,16.48,2912,132515.38,37866.92,0.3870967741935484,0.010079193664506839,0.7912087912087912,0.4693,Critical Congestion,37866.92,91.0
EVS04868,2,700,2,13,DC Fast Charger,Ultra-Fast Charging,No,0.4289,0.1492537313432835,67,3.3349253731343285,51.46716417910448,350.0,1.0,0,0,9:00-18:00,0.0309,51.47,16.11,3.0,68.0,0.4289,3.33,Unknown,670,3.0,0.0,2077,72300.77,13452.93,0.2764976958525346,0.244060475161987,0.1492537313432835,0.1215,Healthy Stable,6726.46,33.5
EVS04869,8,176,10,12,AC Level 1,Destination/AC,No,0.1265170731707317,0.0609756097560975,164,2.0592073170731706,60.7305487804878,22.0,0.8,0,0,24/7,0.0958,60.73,16.26,3.65,167.0,0.1265,2.06,Unknown,1640,3.0,0.0,9676,437344.05,98213.04,0.7235023041474654,0.05543556515478762,0.0609756097560975,0.3027,Low Demand,12276.63,20.5
EVS04870,2,300,3,13,AC Level 2,Fast Charging,Yes,0.5234968253968254,0.2301587301587301,126,5.791031746031746,62.81968253968254,150.0,0.6666666666666666,1,0,24/7,0.0586,62.82,18.36,5.26,130.0,0.5235,5.79,Unknown,3654,4.0,7.94,5670,291518.14,83574.54,0.5483870967741936,0.10007199424046076,0.2301587301587301,0.2914,Healthy Stable,41787.27,63.0
EVS04871,3,150,6,3,DC Fast Charger,Fast Charging,Yes,0.2901367346938775,0.0816326530612244,49,1.5244897959183674,52.22367346938776,50.0,0.5,0,0,9:00-18:00,0.1533,52.22,17.37,8.24,46.0,0.2901,1.52,Unknown,196,3.0,0.0,588,41701.11,19785.71,0.1935483870967742,0.04607631389488841,0.0816326530612244,0.1009,Healthy Stable,6595.24,16.33
EVS04872,2,100,2,14,AC Level 2,Fast Charging,Yes,0.5279178571428572,0.369047619047619,169,7.463898809523809,63.12485207100592,50.0,1.0,1,1,24/7,0.1727,63.12,17.49,4.63,172.0,0.5279,7.43,Unknown,10478,6.0,14.79,7392,496506.19,131372.64,0.7465437788018433,0.028077753779697623,0.369047619047619,0.4406,Critical Congestion,65686.32,84.5
EVS04873,3,1050,4,11,DC Fast Charger,Ultra-Fast Charging,No,0.2799407407407407,0.0,27,0.7629629629629631,50.39,350.0,0.75,0,0,6:00-22:00,0.0165,50.39,12.95,3.17,24.0,0.2799,0.76,Unknown,0,1.0,0.0,216,9437.66,2310.66,0.09216589861751152,0.37005039596832257,0.0,-0.0371,Healthy Stable,770.22,9.0
