Station_ID,Number_of_Chargers,Max_Station_Power_kW,Parking_Spots,Station_Age_Years,Charger_Type,Station_Type,Renewable_Energy_Source,Avg_Utilization,Congestion_Freq,Total_Sessions,Avg_Wait_Time,Avg_Session_Duration,Power_per_Charger,Charger_to_Parking_Ratio,Target_High_Util,Target_High_Congestion
EVS03626,2,100,3,14,AC Level 2,Fast Charging,Yes,0.5211884892086331,0.302158273381295,139,5.92589928057554,62.54302158273381,50.0,0.6666666666666666,1,1
EVS03627,2,700,3,4,DC Fast Charger,Ultra-Fast Charging,Yes,0.4389456,0.32,127,5.80188,51.84409448818897,350.0,0.6666666666666666,0,1
EVS03628,3,66,7,8,AC Level 1,Destination/AC,Yes,0.34688125000000003,0.0625,64,2.0065625,62.43875,22.0,0.42857142857142855,0,0
EVS03629,5,750,7,5,AC Level 1,Fast Charging,No,0.2010007299270073,0.0948905109489051,137,2.535109489051095,60.300948905109486,150.0,0.7142857142857143,0,0
EVS03630,1,150,2,11,AC Level 1,Fast Charging,No,0.8851817610062893,0.8301886792452831,159,8.016603773584906,59.582327044025156,150.0,0.5,1,1
EVS03631,3,150,5,4,AC Level 2,Fast Charging,Yes,0.34721506849315065,0.1232876712328767,73,3.1156164383561644,62.49876712328767,50.0,0.6,0,0
EVS03632,3,150,4,16,AC Level 1,Fast Charging,Yes,0.3516947368421053,0.10526315789473684,114,3.5831578947368423,63.305263157894736,50.0,0.75,0,0
EVS03633,2,44,3,3,AC Level 1,Destination/AC,Yes,0.5008925925925927,0.037037037037037035,27,1.1433333333333333,60.10851851851852,22.0,0.6666666666666666,0,0
EVS03634,6,2100,10,6,AC Level 1,Ultra-Fast Charging,No,0.16922307692307692,0.1242603550295858,171,2.5065680473372782,60.20847953216374,350.0,0.6,0,0
EVS03635,3,450,5,8,DC Fast Charger,Fast Charging,Yes,0.3110344155844156,0.24025974025974026,154,4.75012987012987,55.98597402597402,150.0,0.6,0,0
EVS03636,5,1750,9,6,AC Level 1,Ultra-Fast Charging,Yes,0.18981855670103095,0.12371134020618557,97,2.0303092783505154,56.946701030927834,350.0,0.5555555555555556,0,0
EVS03637,6,132,7,16,DC Fast Charger,Destination/AC,Yes,0.16268682170542634,0.06976744186046512,129,1.6233333333333333,58.56697674418605,22.0,0.8571428571428571,0,0
EVS03638,1,150,2,8,AC Level 2,Fast Charging,No,0.8787307692307692,0.7802197802197802,91,8.034065934065934,61.53208791208791,150.0,0.5,1,1
EVS03639,5,1750,9,7,AC Level 2,Ultra-Fast Charging,Yes,0.208203125,0.03125,32,0.6799999999999999,62.460625,350.0,0.5555555555555556,0,0
EVS03640,2,44,3,13,AC Level 2,Destination/AC,Yes,0.4970546153846153,0.24615384615384617,130,4.819,59.72723076923077,22.0,0.6666666666666666,0,0
EVS03641,3,450,6,15,AC Level 2,Fast Charging,No,0.3327174496644295,0.2080536912751678,150,4.340973154362416,59.48973333333333,150.0,0.5,0,0
EVS03642,3,66,5,8,AC Level 2,Destination/AC,Yes,0.34456470588235294,0.24183006535947713,153,4.763267973856209,62.02183006535948,22.0,0.6,0,0
EVS03643,4,1400,8,5,AC Level 1,Ultra-Fast Charging,No,0.2582662857142857,0.18857142857142858,175,3.835657142857143,61.98377142857143,350.0,0.5,0,0
EVS03644,4,88,5,12,AC Level 1,Destination/AC,Yes,0.2596791666666667,0.125,96,2.4010416666666665,62.32385416666667,22.0,0.8,0,0
EVS03645,6,132,9,14,DC Fast Charger,Destination/AC,No,0.17489000000000002,0.13157894736842105,192,2.9749473684210526,62.30494791666666,22.0,0.6666666666666666,0,0
EVS03646,1,150,2,13,DC Fast Charger,Fast Charging,No,0.8297844660194175,0.7572815533980582,104,7.093398058252427,55.14153846153847,150.0,0.5,1,1
EVS03647,3,66,4,5,DC Fast Charger,Destination/AC,No,0.33593257575757574,0.18181818181818182,132,3.744393939393939,60.467651515151516,22.0,0.75,0,0
EVS03648,3,66,5,5,AC Level 2,Destination/AC,Yes,0.3312466666666667,0.225,120,4.531916666666667,59.62441666666667,22.0,0.6,0,0
EVS03649,6,132,7,3,AC Level 2,Destination/AC,Yes,0.17599302325581395,0.11627906976744186,174,3.036918604651163,62.63057471264367,22.0,0.8571428571428571,0,0
EVS03650,5,1750,7,5,AC Level 1,Ultra-Fast Charging,No,0.20757832167832166,0.13286713286713286,144,2.572937062937063,61.84013888888889,350.0,0.7142857142857143,0,0
EVS03651,5,750,6,3,AC Level 2,Fast Charging,No,0.2068142857142857,0.07142857142857142,28,0.9035714285714286,62.04571428571428,150.0,0.8333333333333334,0,0
EVS03652,7,1050,9,5,DC Fast Charger,Fast Charging,No,0.11332500000000001,0.0,20,0.4605,47.595,150.0,0.7777777777777778,0,0
EVS03653,5,110,9,11,AC Level 2,Destination/AC,Yes,0.2010020618556701,0.07216494845360824,97,1.6892783505154638,60.29979381443299,22.0,0.5555555555555556,0,0
EVS03654,2,700,3,16,AC Level 2,Ultra-Fast Charging,Yes,0.5042932584269663,0.34831460674157305,89,5.2616853932584275,60.541011235955054,350.0,0.6666666666666666,0,1
EVS03655,3,450,5,13,DC Fast Charger,Fast Charging,No,0.2900185483870968,0.12903225806451613,124,3.892822580645161,52.2033064516129,150.0,0.6,0,0
EVS03656,4,600,8,7,AC Level 1,Fast Charging,No,0.25205151515151514,0.04040404040404041,100,2.006010101010101,59.887299999999996,150.0,0.5,0,0
EVS03657,4,1400,6,8,AC Level 2,Ultra-Fast Charging,Yes,0.2673212962962963,0.09259259259259259,110,2.2075925925925923,62.98963636363636,350.0,0.6666666666666666,0,0
EVS03658,4,200,9,13,AC Level 2,Fast Charging,No,0.25279875776397515,0.2360248447204969,161,4.468198757763975,60.671614906832296,50.0,0.4444444444444444,0,0
EVS03659,2,300,4,5,AC Level 2,Fast Charging,Yes,0.5262673469387755,0.2653061224489796,49,3.2691836734693878,63.151428571428575,150.0,0.5,1,0
EVS03660,7,350,9,10,AC Level 1,Fast Charging,Yes,0.14701354166666666,0.041666666666666664,96,1.4971875,61.74760416666667,50.0,0.7777777777777778,0,0
EVS03661,7,2450,10,13,AC Level 1,Ultra-Fast Charging,No,0.14350403225806452,0.0967741935483871,124,1.6333064516129032,60.27258064516129,350.0,0.7,0,0
EVS03662,3,450,4,7,DC Fast Charger,Fast Charging,No,0.2908734939759036,0.14457831325301204,84,2.8729518072289153,51.733333333333334,150.0,0.75,0,0
EVS03663,4,1400,7,5,AC Level 1,Ultra-Fast Charging,No,0.2598927631578947,0.21052631578947367,154,3.886184210526316,61.565519480519484,350.0,0.5714285714285714,0,0
EVS03664,3,66,5,5,AC Level 2,Destination/AC,Yes,0.336114953271028,0.2757009345794392,214,5.159579439252337,60.50130841121496,22.0,0.6,0,0
EVS03665,6,132,7,9,AC Level 1,Destination/AC,No,0.17385357142857144,0.047619047619047616,85,1.8186309523809523,61.85070588235295,22.0,0.8571428571428571,0,0
EVS03666,5,1750,7,3,AC Level 2,Ultra-Fast Charging,Yes,0.20036853932584267,0.07865168539325842,89,1.471797752808989,60.110449438202245,350.0,0.7142857142857143,0,0
EVS03667,3,150,4,14,AC Level 1,Fast Charging,No,0.3549904761904762,0.14285714285714285,105,3.0582857142857143,63.89742857142857,50.0,0.75,0,0
EVS03668,4,200,6,12,AC Level 1,Fast Charging,No,0.2574947368421053,0.13157894736842105,38,1.2515789473684211,61.797105263157896,50.0,0.6666666666666666,0,0
EVS03669,4,600,6,16,AC Level 2,Fast Charging,Yes,0.26315750000000004,0.0625,80,1.971625,63.157500000000006,150.0,0.6666666666666666,0,0
EVS03670,4,600,6,13,AC Level 2,Fast Charging,No,0.26520714285714286,0.07142857142857142,56,1.5242857142857142,63.65017857142857,150.0,0.6666666666666666,0,0
EVS03671,8,1200,9,8,AC Level 1,Fast Charging,Yes,0.13036857142857142,0.05714285714285714,35,0.636,62.57657142857143,150.0,0.8888888888888888,0,0
EVS03672,1,50,2,6,AC Level 2,Fast Charging,No,0.8793934782608696,0.6956521739130435,46,2.671521739130435,62.9154347826087,50.0,0.5,1,1
EVS03673,4,200,7,4,AC Level 2,Fast Charging,No,0.27673928571428574,0.13392857142857142,113,3.2384375,65.82991150442477,50.0,0.5714285714285714,0,0
EVS03674,6,900,10,7,AC Level 2,Fast Charging,No,0.17586875,0.125,16,0.36812500000000004,63.3125,150.0,0.6,0,0
EVS03675,5,750,8,7,AC Level 1,Fast Charging,Yes,0.20601271186440678,0.11016949152542373,118,2.389322033898305,61.8028813559322,150.0,0.625,0,0
EVS03676,1,50,1,10,AC Level 1,Fast Charging,No,0.8759651685393258,0.7752808988764045,89,7.515730337078652,58.03786516853933,50.0,1.0,1,1
EVS03677,4,88,5,8,AC Level 2,Destination/AC,Yes,0.25045666666666666,0.08333333333333333,60,2.145,60.111,22.0,0.8,0,0
EVS03678,3,150,5,8,AC Level 1,Fast Charging,No,0.36728333333333335,0.1794871794871795,158,4.219166666666666,65.27417721518987,50.0,0.6,0,0
EVS03679,2,44,3,8,AC Level 2,Destination/AC,No,0.5137933884297521,0.2066115702479339,121,4.544628099173553,61.65495867768595,22.0,0.6666666666666666,1,0
EVS03680,4,600,6,7,DC Fast Charger,Fast Charging,Yes,0.2243935251798561,0.17266187050359713,139,3.355611510791367,53.85424460431655,150.0,0.6666666666666666,0,0
EVS03681,4,200,9,10,AC Level 1,Fast Charging,Yes,0.2651387931034483,0.1724137931034483,116,3.262327586206897,63.633017241379314,50.0,0.4444444444444444,0,0
EVS03682,1,50,1,3,AC Level 1,Fast Charging,Yes,0.8879434782608695,0.6521739130434783,23,1.8021739130434784,60.568260869565215,50.0,1.0,1,1
EVS03683,2,700,3,10,DC Fast Charger,Ultra-Fast Charging,Yes,0.476,0.13333333333333333,60,2.6214999999999997,57.11983333333333,350.0,0.6666666666666666,0,0
EVS03684,4,200,5,3,DC Fast Charger,Fast Charging,Yes,0.2098751879699248,0.15037593984962405,135,3.1061654135338346,49.623777777777775,50.0,0.8,0,0
EVS03685,2,44,3,7,AC Level 2,Destination/AC,Yes,0.5040866279069768,0.38953488372093026,173,7.596046511627907,60.14421965317919,22.0,0.6666666666666666,0,1
EVS03686,2,700,3,10,AC Level 2,Ultra-Fast Charging,Yes,0.5722909090909091,0.12121212121212122,34,1.6204545454545456,67.6470588235294,350.0,0.6666666666666666,1,0
EVS03687,7,1050,9,11,DC Fast Charger,Fast Charging,No,0.1414969696969697,0.09090909090909091,33,0.6078787878787878,59.43151515151515,150.0,0.7777777777777778,0,0
EVS03688,1,150,1,16,AC Level 2,Fast Charging,No,0.9009352941176471,0.8529411764705882,171,9.036676470588235,62.86748538011696,150.0,1.0,1,1
EVS03689,1,22,1,5,DC Fast Charger,Destination/AC,No,0.881882911392405,0.8291139240506329,158,8.894493670886076,60.43873417721519,22.0,1.0,1,1
EVS03690,1,150,1,16,DC Fast Charger,Fast Charging,Yes,0.810080487804878,0.7073170731707317,41,4.13,54.37658536585366,150.0,1.0,1,1
EVS03691,8,176,10,15,DC Fast Charger,Destination/AC,Yes,0.12386966292134831,0.0898876404494382,89,1.003370786516854,59.455955056179775,22.0,0.8,0,0
EVS03692,4,600,7,9,AC Level 1,Fast Charging,No,0.2541239669421487,0.14049586776859505,124,2.9859504132231405,59.513145161290325,150.0,0.5714285714285714,0,0
EVS03693,5,750,9,4,AC Level 2,Fast Charging,Yes,0.21746595744680852,0.1276595744680851,47,0.8268085106382979,65.23978723404255,150.0,0.5555555555555556,0,0
EVS03694,3,1050,4,15,AC Level 1,Ultra-Fast Charging,Yes,0.35540394736842107,0.06578947368421052,77,2.219736842105263,63.14142857142858,350.0,0.75,0,0
EVS03695,5,750,10,13,DC Fast Charger,Fast Charging,No,0.18221333333333334,0.15555555555555556,90,1.7621111111111112,54.663777777777774,150.0,0.5,0,0
EVS03696,3,1050,5,11,AC Level 1,Ultra-Fast Charging,Yes,0.330217094017094,0.1794871794871795,117,3.7544444444444443,59.439743589743586,350.0,0.6,0,0
EVS03697,8,1200,10,14,AC Level 2,Fast Charging,No,0.13931904761904762,0.06349206349206349,64,0.8034126984126985,65.828125,150.0,0.8,0,0
EVS03698,1,22,1,15,AC Level 2,Destination/AC,No,0.8926171428571429,0.8,105,6.726857142857144,62.17342857142857,22.0,1.0,1,1
EVS03699,3,450,5,11,AC Level 2,Fast Charging,Yes,0.35598939393939394,0.06060606060606061,67,1.983409090909091,63.12268656716418,150.0,0.6,0,0
EVS03700,4,1400,5,12,AC Level 1,Ultra-Fast Charging,Yes,0.2628472602739726,0.1780821917808219,147,3.7354794520547947,62.65408163265306,350.0,0.8,0,0
EVS03701,7,154,10,4,AC Level 2,Destination/AC,Yes,0.14280232558139536,0.046511627906976744,43,0.64,59.975116279069766,22.0,0.7,0,0
EVS03702,6,900,9,9,AC Level 1,Fast Charging,Yes,0.15957454545454547,0.0,55,1.0183636363636364,57.44527272727272,150.0,0.6666666666666666,0,0
EVS03703,1,350,1,13,AC Level 2,Ultra-Fast Charging,Yes,0.8933725806451612,0.8225806451612904,62,6.582580645161291,60.62790322580645,350.0,1.0,1,1
EVS03704,3,66,5,6,AC Level 2,Destination/AC,Yes,0.34821299435028247,0.2711864406779661,177,5.374011299435028,62.67870056497175,22.0,0.6,0,0
EVS03705,4,1400,8,12,AC Level 2,Ultra-Fast Charging,No,0.25631656441717793,0.22085889570552147,164,4.1157055214723925,61.14158536585366,350.0,0.5,0,0
EVS03706,1,150,1,16,DC Fast Charger,Fast Charging,Yes,0.8010968085106384,0.723404255319149,94,8.458085106382978,54.109042553191486,150.0,1.0,1,1
EVS03707,2,700,3,4,AC Level 1,Ultra-Fast Charging,No,0.4552405405405406,0.08108108108108109,37,1.9627027027027029,54.62837837837838,350.0,0.6666666666666666,0,0
EVS03708,1,22,1,10,AC Level 1,Destination/AC,No,0.8938506578947368,0.8618421052631579,153,8.682302631578947,62.23908496732026,22.0,1.0,1,1
EVS03709,3,66,6,5,DC Fast Charger,Destination/AC,No,0.3274422680412371,0.15463917525773196,97,3.009278350515464,58.940000000000005,22.0,0.5,0,0
EVS03710,6,900,7,7,AC Level 1,Fast Charging,Yes,0.17095491329479767,0.11560693641618497,173,2.1749710982658956,61.5428323699422,150.0,0.8571428571428571,0,0
EVS03711,1,50,3,10,DC Fast Charger,Fast Charging,No,0.7901134615384616,0.7019230769230769,104,5.979903846153846,50.70182692307692,50.0,0.3333333333333333,1,1
EVS03712,3,150,4,5,AC Level 1,Fast Charging,No,0.349422905027933,0.2905027932960894,180,5.363324022346369,62.547,50.0,0.75,0,1
EVS03713,6,300,10,11,AC Level 2,Fast Charging,No,0.1694685534591195,0.10062893081761007,159,2.695534591194969,61.008490566037736,50.0,0.6,0,0
EVS03714,5,110,7,11,AC Level 1,Destination/AC,No,0.2174625,0.078125,64,1.21625,65.23859374999999,22.0,0.7142857142857143,0,0
EVS03715,2,300,4,7,AC Level 2,Fast Charging,Yes,0.5170834710743802,0.371900826446281,122,7.305909090909091,61.66844262295082,150.0,0.5,1,1
EVS03716,3,150,5,15,AC Level 1,Fast Charging,No,0.3468311475409836,0.11475409836065574,61,1.8947540983606557,62.42967213114754,50.0,0.6,0,0
EVS03717,1,22,1,12,DC Fast Charger,Destination/AC,No,0.9113915492957746,0.8450704225352113,72,8.02007042253521,64.21041666666666,22.0,1.0,1,1
EVS03718,4,200,5,8,DC Fast Charger,Fast Charging,Yes,0.22383962264150944,0.03773584905660377,54,1.099622641509434,52.72518518518518,50.0,0.8,0,0
EVS03719,4,88,7,15,DC Fast Charger,Destination/AC,Yes,0.24680076335877862,0.16793893129770993,131,2.7359541984732827,59.231297709923666,22.0,0.5714285714285714,0,0
EVS03720,1,50,2,14,DC Fast Charger,Fast Charging,No,0.8252065217391304,0.717391304347826,46,4.516304347826087,54.33630434782608,50.0,0.5,1,1
EVS03721,1,22,1,6,AC Level 2,Destination/AC,No,0.8931844262295082,0.8360655737704918,123,9.104795081967215,61.35284552845528,22.0,1.0,1,1
EVS03722,3,1050,5,16,DC Fast Charger,Ultra-Fast Charging,No,0.3007178861788618,0.15447154471544716,123,3.06,54.12878048780488,350.0,0.6,0,0
EVS03723,3,1050,5,13,AC Level 2,Ultra-Fast Charging,No,0.35146,0.2,151,4.281033333333333,62.84417218543046,350.0,0.6,0,0
EVS03724,4,200,7,16,AC Level 1,Fast Charging,No,0.2580825870646766,0.21890547263681592,201,4.0734328358208955,61.94039800995025,50.0,0.5714285714285714,0,0
EVS03725,5,110,8,3,AC Level 1,Destination/AC,Yes,0.1887294117647059,0.11764705882352941,17,0.43941176470588234,56.620588235294115,22.0,0.625,0,0
EVS03726,1,150,1,15,AC Level 1,Fast Charging,Yes,0.872756043956044,0.8021978021978022,182,8.564835164835165,59.894615384615385,150.0,1.0,1,1
EVS03727,6,132,10,13,AC Level 1,Destination/AC,Yes,0.17560357142857144,0.07142857142857142,28,0.7578571428571428,63.214642857142856,22.0,0.6,0,0
EVS03728,3,66,5,11,DC Fast Charger,Destination/AC,Yes,0.3460793103448276,0.1724137931034483,116,3.5818103448275864,62.294137931034484,22.0,0.6,0,0
EVS03729,3,1050,5,12,AC Level 1,Ultra-Fast Charging,Yes,0.33435731707317073,0.10975609756097561,82,2.0370731707317074,60.184634146341466,350.0,0.6,0,0
EVS03730,4,200,6,5,DC Fast Charger,Fast Charging,Yes,0.20989074074074074,0.12962962962962962,109,2.893194444444444,49.911743119266056,50.0,0.6666666666666666,0,0
EVS03731,2,300,3,4,DC Fast Charger,Fast Charging,Yes,0.4507230263157895,0.3815789473684211,153,7.230756578947369,53.73339869281046,150.0,0.6666666666666666,0,1
EVS03732,5,250,7,3,DC Fast Charger,Fast Charging,No,0.1684048484848485,0.12727272727272726,165,3.0215151515151515,50.52242424242424,50.0,0.7142857142857143,0,0
EVS03733,1,22,1,13,AC Level 2,Destination/AC,Yes,0.9122279569892473,0.8924731182795699,94,6.639569892473118,64.05712765957446,22.0,1.0,1,1
EVS03734,3,450,6,14,AC Level 1,Fast Charging,No,0.33435320512820516,0.2564102564102564,156,5.112307692307692,60.18339743589744,150.0,0.5,0,0
EVS03735,2,300,4,12,DC Fast Charger,Fast Charging,Yes,0.4067423076923077,0.17307692307692307,52,3.8419230769230768,48.80942307692308,150.0,0.5,0,0
EVS03736,3,450,6,13,DC Fast Charger,Fast Charging,Yes,0.3019533333333333,0.044444444444444446,45,1.7915555555555556,54.35222222222222,150.0,0.5,0,0
EVS03737,4,1400,7,5,AC Level 2,Ultra-Fast Charging,No,0.24425,0.0875,80,1.76475,58.618624999999994,350.0,0.5714285714285714,0,0
EVS03738,6,132,8,5,AC Level 1,Destination/AC,No,0.17335238095238098,0.08571428571428572,106,1.8233809523809525,61.818207547169806,22.0,0.75,0,0
EVS03739,4,88,5,7,AC Level 2,Destination/AC,Yes,0.2610157024793388,0.1487603305785124,122,2.646363636363636,62.13073770491803,22.0,0.8,0,0
EVS03740,5,110,8,4,AC Level 1,Destination/AC,Yes,0.2057270588235294,0.20588235294117646,171,3.1038529411764704,61.357368421052634,22.0,0.625,0,0
EVS03741,4,88,6,5,DC Fast Charger,Destination/AC,Yes,0.2508508771929825,0.07017543859649122,57,1.5224561403508772,60.203508771929826,22.0,0.6666666666666666,0,0
EVS03742,3,66,6,15,AC Level 1,Destination/AC,No,0.33268103448275865,0.1896551724137931,59,2.318103448275862,58.867627118644066,22.0,0.5,0,0
EVS03743,2,700,4,8,AC Level 2,Ultra-Fast Charging,Yes,0.5216845238095238,0.35119047619047616,170,7.194821428571428,62.055470588235295,350.0,0.5,1,1
EVS03744,5,750,6,12,AC Level 1,Fast Charging,No,0.2146256756756757,0.10810810810810811,74,1.6477027027027027,64.3877027027027,150.0,0.8333333333333334,0,0
EVS03745,4,88,8,13,DC Fast Charger,Destination/AC,Yes,0.26406785714285713,0.03571428571428571,56,1.4014285714285715,63.3775,22.0,0.5,0,0
EVS03746,2,100,5,6,AC Level 2,Fast Charging,Yes,0.5134699453551913,0.4098360655737705,185,7.595245901639345,61.079459459459464,50.0,0.4,1,1
EVS03747,1,22,1,14,AC Level 1,Destination/AC,No,0.8585914634146341,0.7560975609756098,82,5.393414634146342,59.56,22.0,1.0,1,1
EVS03748,3,150,4,6,AC Level 2,Fast Charging,Yes,0.3402680473372781,0.26627218934911245,169,6.0380473372781065,61.24828402366863,50.0,0.75,0,0
EVS03749,7,2450,10,12,DC Fast Charger,Ultra-Fast Charging,No,0.12860795454545457,0.09659090909090909,177,2.2480397727272727,53.7106779661017,350.0,0.7,0,0
EVS03750,3,66,5,13,AC Level 1,Destination/AC,Yes,0.34431870967741934,0.2967741935483871,156,5.9544516129032266,61.57987179487179,22.0,0.6,0,1
EVS03751,2,300,3,14,AC Level 2,Fast Charging,No,0.5179709401709401,0.2564102564102564,117,4.932051282051281,62.156239316239315,150.0,0.6666666666666666,1,0
EVS03752,4,200,7,9,AC Level 1,Fast Charging,No,0.2600769736842105,0.16447368421052633,153,3.315032894736842,62.010849673202614,50.0,0.5714285714285714,0,0
EVS03753,3,150,5,6,AC Level 1,Fast Charging,No,0.3519540540540541,0.3027027027027027,185,5.363189189189189,63.35145945945946,50.0,0.6,0,1
EVS03754,6,900,10,9,DC Fast Charger,Fast Charging,No,0.156644,0.04,51,1.0927,55.28490196078432,150.0,0.6,0,0
EVS03755,3,150,4,11,AC Level 2,Fast Charging,No,0.34368333333333334,0.0,18,0.7116666666666667,61.86388888888889,50.0,0.75,0,0
EVS03756,1,50,1,3,DC Fast Charger,Fast Charging,Yes,0.8374754098360655,0.6721311475409836,61,5.767868852459016,56.01426229508196,50.0,1.0,1,1
EVS03757,1,150,1,13,DC Fast Charger,Fast Charging,No,0.81460390625,0.71875,129,7.7114062500000005,52.62558139534884,150.0,1.0,1,1
EVS03758,2,100,4,6,DC Fast Charger,Fast Charging,No,0.437676,0.24,100,4.5722000000000005,52.5208,50.0,0.5,0,0
EVS03759,5,250,7,11,AC Level 1,Fast Charging,No,0.1980275,0.05,40,0.62025,59.410000000000004,50.0,0.7142857142857143,0,0
EVS03760,4,1400,8,11,AC Level 2,Ultra-Fast Charging,Yes,0.2517247311827957,0.15053763440860216,93,2.746021505376344,60.414086021505376,350.0,0.5,0,0
EVS03761,4,600,5,16,DC Fast Charger,Fast Charging,No,0.2275547619047619,0.09523809523809523,42,0.9192857142857143,54.61071428571429,150.0,0.8,0,0
EVS03762,4,200,7,16,AC Level 1,Fast Charging,Yes,0.2769755102040816,0.10204081632653061,100,2.3191326530612244,65.1438,50.0,0.5714285714285714,0,0
EVS03763,1,150,1,11,AC Level 1,Fast Charging,Yes,0.8817201834862386,0.7981651376146789,109,7.814862385321101,61.380091743119266,150.0,1.0,1,1
EVS03764,6,900,8,5,AC Level 1,Fast Charging,No,0.16987457627118646,0.06779661016949153,118,1.9142372881355931,61.15423728813559,150.0,0.75,0,0
EVS03765,4,200,7,6,DC Fast Charger,Fast Charging,No,0.2172857142857143,0.04285714285714286,70,1.631,52.148714285714284,50.0,0.5714285714285714,0,0
EVS03766,2,300,2,3,AC Level 2,Fast Charging,No,0.5218063157894737,0.25263157894736843,95,3.9606315789473685,62.61589473684211,150.0,1.0,1,0
EVS03767,3,150,7,4,AC Level 1,Fast Charging,No,0.3322210144927536,0.13768115942028986,140,3.7347463768115943,58.94442857142857,50.0,0.42857142857142855,0,0
EVS03768,7,1050,9,16,AC Level 2,Fast Charging,Yes,0.1434251748251748,0.04895104895104895,143,1.9841958041958043,60.2379020979021,150.0,0.7777777777777778,0,0
EVS03769,4,600,8,14,AC Level 2,Fast Charging,Yes,0.2628711656441718,0.147239263803681,166,3.3021779141104295,61.949879518072294,150.0,0.5,0,0
EVS03770,4,1400,9,15,AC Level 2,Ultra-Fast Charging,No,0.2663428571428571,0.07142857142857142,70,1.6948571428571428,63.92257142857143,350.0,0.4444444444444444,0,0
EVS03771,5,110,8,9,DC Fast Charger,Destination/AC,No,0.19579285714285716,0.05952380952380952,84,1.7701190476190476,58.7375,22.0,0.625,0,0
EVS03772,3,1050,5,13,AC Level 2,Ultra-Fast Charging,Yes,0.3313890625,0.125,64,2.3428125,59.65046875,350.0,0.6,0,0
EVS03773,7,1050,10,7,AC Level 1,Fast Charging,Yes,0.15037102803738317,0.04672897196261682,107,1.413644859813084,63.15523364485981,150.0,0.7,0,0
EVS03774,1,150,3,9,AC Level 1,Fast Charging,Yes,0.9034911111111111,0.8444444444444444,45,2.770888888888889,65.28244444444445,150.0,0.3333333333333333,1,1
EVS03775,1,150,2,12,DC Fast Charger,Fast Charging,Yes,0.7794080459770114,0.6551724137931034,87,6.065747126436782,50.47494252873563,150.0,0.5,1,1
EVS03776,1,150,2,14,AC Level 1,Fast Charging,No,0.9060862068965517,0.8448275862068966,58,5.085344827586207,63.43586206896552,150.0,0.5,1,1
EVS03777,2,44,3,5,AC Level 1,Destination/AC,No,0.5262505154639175,0.2268041237113402,97,4.569587628865979,63.15010309278351,22.0,0.6666666666666666,1,0
EVS03778,6,300,8,7,AC Level 2,Fast Charging,Yes,0.1704150684931507,0.10273972602739725,146,2.5776027397260273,61.349452054794526,50.0,0.75,0,0
EVS03779,7,154,9,10,AC Level 2,Destination/AC,Yes,0.15524137931034482,0.08045977011494253,176,2.1869540229885054,64.46045454545455,22.0,0.7777777777777778,0,0
EVS03780,5,1750,10,14,AC Level 1,Ultra-Fast Charging,Yes,0.2032298969072165,0.05154639175257732,97,2.0395876288659793,60.96917525773196,350.0,0.5,0,0
EVS03781,8,176,10,13,DC Fast Charger,Destination/AC,Yes,0.14278235294117647,0.11764705882352941,17,0.31941176470588234,68.5335294117647,22.0,0.8,0,0
EVS03782,1,150,2,16,AC Level 1,Fast Charging,Yes,0.863035,0.7166666666666667,60,4.6285,57.1725,150.0,0.5,1,1
EVS03783,5,750,8,11,AC Level 2,Fast Charging,No,0.20289705882352943,0.08823529411764706,34,0.7226470588235294,60.869705882352946,150.0,0.625,0,0
EVS03784,1,350,3,16,AC Level 1,Ultra-Fast Charging,Yes,0.8951963503649635,0.8321167883211679,139,9.174051094890512,62.52007194244604,350.0,0.3333333333333333,1,1
EVS03785,6,2100,8,10,AC Level 1,Ultra-Fast Charging,No,0.1698940828402367,0.14792899408284024,169,2.686449704142012,61.162189349112424,350.0,0.75,0,0
EVS03786,1,150,1,3,AC Level 2,Fast Charging,No,0.8837631578947368,0.8157894736842105,115,7.996184210526315,59.633130434782615,150.0,1.0,1,1
EVS03787,2,44,3,9,AC Level 1,Destination/AC,Yes,0.5311688524590163,0.14754098360655737,61,2.708196721311475,63.73950819672131,22.0,0.6666666666666666,1,0
EVS03788,2,100,2,14,AC Level 2,Fast Charging,Yes,0.5493964285714286,0.07142857142857142,28,0.8914285714285715,66.80678571428571,50.0,1.0,1,0
EVS03789,2,100,4,5,AC Level 1,Fast Charging,Yes,0.5139160714285714,0.4166666666666667,168,7.235416666666667,61.76940476190477,50.0,0.5,1,1
EVS03790,2,300,2,10,DC Fast Charger,Fast Charging,No,0.4669561797752809,0.16853932584269662,90,3.2625280898876405,55.66388888888889,150.0,1.0,0,0
EVS03791,7,1050,10,4,DC Fast Charger,Fast Charging,Yes,0.12451333333333332,0.06666666666666667,30,0.7313333333333334,52.294,150.0,0.7,0,0
EVS03792,4,88,5,5,AC Level 1,Destination/AC,Yes,0.2567666666666667,0.047619047619047616,42,1.0023809523809524,61.6247619047619,22.0,0.8,0,0
EVS03793,2,44,3,14,AC Level 2,Destination/AC,No,0.5081440677966101,0.0847457627118644,59,2.6093220338983047,60.97779661016949,22.0,0.6666666666666666,0,0
EVS03794,5,110,6,15,AC Level 2,Destination/AC,No,0.2096198347107438,0.04132231404958678,121,2.3000000000000003,62.88495867768595,22.0,0.8333333333333334,0,0
