Station_ID,Date,Hour,Traffic_Volume,Average_Speed_kmh,Congestion_Level
EVS01387,2025-05-14,8,834,21.3,Severe
EVS04601,2025-07-16,5,453,32.7,Moderate
EVS02319,2025-12-12,14,383,38.1,Moderate
EVS02571,2025-06-14,23,318,36.7,Low
EVS03710,2024-05-27,2,359,41.8,Moderate
EVS01517,2024-06-17,16,870,22.1,Severe
EVS04792,2025-07-16,10,835,21.7,High
EVS03778,2025-01-27,11,386,38.1,Moderate
EVS03400,2024-06-29,23,183,45.5,Low
EVS02271,2024-05-08,16,453,39.9,Moderate
EVS03996,2024-08-25,17,577,28.8,Moderate
EVS02676,2024-06-22,20,454,39.3,Moderate
EVS04500,2024-05-31,22,470,32.4,Moderate
EVS00334,2024-10-25,16,628,27.6,High
EVS00594,2024-04-14,8,605,31.7,High
EVS02977,2024-11-03,8,553,32.1,High
EVS02432,2024-01-22,23,236,42.1,Low
EVS00979,2024-09-26,13,369,40.1,Moderate
EVS04522,2025-02-12,13,461,39.4,Moderate
EVS01384,2024-09-20,12,447,29.8,Moderate
EVS04798,2025-07-18,5,443,36.4,Moderate
EVS04998,2024-04-21,7,528,41.2,Moderate
EVS02261,2024-04-13,16,392,41.2,Moderate
EVS00440,2025-08-09,13,280,37.1,Moderate
EVS02145,2024-08-20,22,355,32.5,Low
EVS03642,2024-01-13,21,334,37.5,Moderate
EVS02821,2025-09-26,17,1065,22.3,Severe
EVS02878,2025-09-03,7,590,33.7,High
EVS00064,2025-04-03,21,432,39.4,Moderate
EVS04483,2024-10-13,9,595,33.8,High
EVS01712,2024-10-18,8,834,23.6,Severe
EVS00604,2025-02-06,20,639,32.1,Moderate
EVS00688,2024-05-01,7,760,36.6,Severe
EVS02030,2024-02-01,12,288,38.6,Low
EVS03304,2025-08-10,13,223,45.4,Low
EVS01647,2024-12-10,19,961,12.2,Severe
EVS03870,2024-11-04,18,1191,15.2,Severe
EVS01125,2024-08-20,13,315,45.2,Moderate
EVS00558,2025-12-03,0,296,41.7,Moderate
EVS00167,2024-02-16,4,332,39.7,Moderate
EVS02860,2024-05-22,21,685,29.9,Severe
EVS02673,2025-08-24,20,405,43.7,Moderate
EVS00947,2025-10-22,16,746,25.7,High
EVS01109,2024-10-29,19,890,22.4,Severe
EVS01002,2025-11-26,16,676,30.6,High
EVS00848,2024-04-06,2,266,45.1,Moderate
EVS00302,2025-12-01,23,309,39.3,Moderate
EVS02748,2024-01-13,18,853,17.5,Severe
EVS04865,2025-05-04,13,203,46.1,Low
EVS01119,2024-02-22,19,935,19.9,Severe
EVS03494,2025-07-24,17,983,19.7,Severe
EVS00761,2025-10-15,10,633,33.3,High
EVS03068,2025-01-23,9,696,24.0,Severe
EVS04099,2024-10-29,6,527,31.6,Moderate
EVS03176,2025-04-24,16,617,32.0,High
EVS00351,2025-08-07,8,1276,12.0,Severe
EVS04761,2025-10-01,10,632,27.3,High
EVS02159,2025-11-15,14,254,36.6,Low
EVS03984,2025-09-17,5,434,38.0,High
EVS04655,2025-07-20,11,251,40.0,Low
EVS04151,2024-04-25,19,897,13.5,Severe
EVS01253,2025-07-07,13,339,40.7,Moderate
EVS02357,2024-09-14,6,403,34.5,Moderate
EVS01166,2025-06-28,22,358,36.1,Moderate
EVS00148,2025-07-26,2,258,42.1,Low
EVS00677,2025-01-28,3,326,45.0,Moderate
EVS04400,2025-04-17,8,944,22.9,Severe
EVS03069,2024-08-11,9,422,35.9,Moderate
EVS01965,2025-11-07,17,949,13.7,Severe
EVS03488,2025-01-21,0,275,46.0,Moderate
EVS02818,2024-11-11,6,840,19.8,Severe
EVS02455,2024-08-23,11,435,43.8,Moderate
EVS00053,2025-04-27,14,331,39.9,Moderate
EVS03907,2024-01-28,18,515,35.8,Moderate
EVS02547,2025-11-12,16,630,32.5,High
EVS04354,2025-07-20,15,411,37.6,Moderate
EVS01877,2025-05-12,8,996,17.2,Severe
EVS04716,2025-03-21,15,387,40.4,Moderate
EVS04444,2024-01-15,1,477,33.3,Moderate
EVS00869,2024-01-20,11,367,41.5,Low
EVS04716,2025-01-03,10,673,32.0,High
EVS03390,2025-12-06,14,319,41.9,Low
EVS00054,2024-09-25,18,593,29.9,Moderate
EVS04949,2025-10-21,9,618,31.3,High
EVS04876,2025-02-01,7,656,24.3,Severe
EVS01183,2025-10-29,22,323,35.7,Low
EVS04759,2024-10-24,17,927,26.0,Severe
EVS00260,2024-11-29,2,446,27.2,Moderate
EVS00490,2025-10-12,8,612,23.4,Moderate
EVS02858,2024-04-14,13,264,40.6,Low
EVS04220,2024-04-08,8,992,12.0,Severe
EVS00331,2025-10-26,12,202,50.9,Low
EVS00747,2024-04-12,20,601,35.0,High
EVS00331,2025-02-04,2,306,35.7,Moderate
EVS01546,2024-01-04,17,676,27.3,High
EVS03943,2024-06-23,0,267,42.0,Low
EVS01940,2025-10-11,13,340,39.9,Moderate
EVS02831,2024-12-20,18,1229,13.6,Severe
EVS04114,2025-10-22,2,248,32.9,Moderate
EVS04828,2025-06-15,21,361,42.6,Moderate
EVS00095,2025-12-04,15,617,32.1,Severe
EVS04999,2025-12-24,8,795,24.8,High
EVS04473,2024-12-19,16,732,24.0,High
EVS00371,2024-12-03,0,245,40.3,Low
EVS00075,2025-04-28,8,753,25.6,Severe
EVS04864,2025-11-07,16,668,25.0,Severe
EVS00125,2024-07-16,14,428,31.2,Moderate
EVS01003,2024-08-11,1,182,50.5,Moderate
EVS01736,2024-09-16,1,294,46.2,Low
EVS03047,2024-06-21,21,548,27.4,High
EVS00161,2024-10-27,18,865,24.2,Severe
EVS04182,2025-11-02,11,280,41.9,Moderate
EVS01501,2025-04-05,19,461,38.1,Moderate
EVS01204,2024-10-12,21,306,41.1,Moderate
EVS03106,2024-08-24,5,227,40.0,Low
EVS00738,2024-07-08,12,306,38.2,Low
EVS03758,2024-02-26,17,1039,13.9,Severe
EVS00436,2025-07-04,10,424,32.5,Moderate
EVS03195,2024-09-18,10,701,23.4,High
EVS01811,2025-09-19,20,725,22.6,Severe
EVS04221,2024-01-13,20,636,31.1,Severe
EVS00825,2025-08-20,23,377,41.3,Moderate
EVS04754,2024-06-27,23,281,46.4,Moderate
EVS04130,2025-01-22,1,416,36.8,Moderate
EVS02472,2024-07-24,8,927,24.3,Severe
EVS03027,2025-06-13,12,354,37.8,Moderate
EVS02783,2025-05-03,5,258,40.2,Moderate
EVS00058,2025-09-02,18,1375,12.0,Severe
EVS00193,2024-06-28,6,603,34.0,Moderate
EVS03250,2024-01-17,13,340,46.1,Moderate
EVS04194,2024-06-10,22,501,38.8,Moderate
EVS04994,2024-08-11,1,252,47.9,Low
EVS00068,2025-12-05,22,374,38.1,Moderate
EVS00091,2025-10-29,12,312,40.0,Low
EVS01213,2025-01-26,14,296,44.4,Low
EVS04643,2024-11-30,1,205,50.2,Low
EVS01325,2025-04-09,23,249,45.2,Moderate
EVS04233,2024-04-26,16,604,30.6,High
EVS02432,2025-09-17,13,326,37.2,Moderate
EVS01832,2025-06-03,15,703,29.5,High
EVS00269,2025-05-17,17,519,34.7,Moderate
EVS01815,2025-10-06,13,346,37.4,Moderate
EVS02758,2025-10-10,19,719,22.7,Severe
EVS00722,2024-04-02,9,818,27.3,Severe
EVS00185,2024-09-19,9,695,33.5,High
EVS03330,2025-03-03,21,550,28.6,Moderate
EVS00544,2025-02-17,17,1058,12.0,Severe
EVS01252,2025-04-20,12,226,46.1,Low
EVS04821,2025-01-21,16,781,28.6,Severe
EVS01957,2024-08-21,13,499,33.9,Moderate
EVS02717,2025-03-13,6,617,30.2,High
EVS04624,2025-03-04,14,328,39.3,Moderate
EVS01599,2025-02-02,8,603,24.8,High
EVS03253,2024-04-28,19,500,36.0,Moderate
EVS02947,2025-10-14,10,714,25.9,High
EVS00121,2025-10-02,11,455,33.7,High
EVS02196,2024-06-08,20,645,40.2,High
EVS03865,2025-12-08,14,625,28.6,High
EVS00806,2024-07-04,9,864,22.5,Severe
EVS04020,2024-06-16,5,299,39.8,Moderate
EVS01971,2025-05-04,18,711,25.8,High
EVS01713,2025-09-26,16,941,22.1,Severe
EVS01630,2024-03-11,0,334,42.4,Moderate
EVS03346,2025-04-06,20,483,31.6,Moderate
EVS03627,2024-10-14,1,278,40.6,Low
EVS04713,2025-11-22,19,537,41.0,High
EVS02975,2024-03-01,3,539,32.1,Moderate
EVS00428,2025-05-19,18,1093,17.8,Severe
EVS01330,2024-07-15,16,706,30.7,High
EVS02609,2025-08-06,0,295,44.0,Moderate
EVS01516,2024-05-16,8,829,22.1,Severe
EVS00983,2024-07-02,21,632,26.7,High
EVS03728,2025-04-16,18,1358,12.0,Severe
EVS00491,2025-04-26,22,223,48.8,Low
EVS01898,2024-02-15,0,347,43.9,Moderate
EVS04793,2024-03-25,9,934,18.1,Severe
EVS02756,2025-05-10,4,308,46.6,Low
EVS01754,2025-06-24,21,613,37.3,Severe
EVS02791,2024-10-18,15,684,30.8,High
EVS03154,2025-03-12,18,1097,13.1,Severe
EVS02799,2025-02-17,6,718,25.6,Severe
EVS01613,2024-06-11,1,356,47.7,High
EVS03624,2024-04-13,5,304,44.3,Low
EVS02124,2024-12-22,23,249,43.0,Moderate
EVS01616,2024-02-08,14,638,33.7,Severe
EVS01941,2025-12-01,22,460,29.5,Moderate
EVS02997,2024-09-22,20,498,31.5,Moderate
EVS04785,2025-12-10,18,1285,12.0,Severe
EVS00158,2024-03-19,8,761,23.5,Severe
EVS01923,2025-08-22,4,376,35.5,Moderate
EVS02068,2024-05-15,21,446,37.9,Moderate
EVS02159,2024-02-11,6,397,34.7,Moderate
EVS04359,2025-09-04,4,458,38.5,Moderate
EVS04808,2025-02-12,16,750,24.4,Severe
EVS01911,2025-12-11,14,574,30.6,High
EVS02239,2025-04-02,1,339,41.3,Moderate
EVS03371,2024-04-08,3,407,41.0,Moderate
EVS00579,2025-08-01,16,783,25.4,Severe
EVS04471,2024-10-04,23,360,36.7,Moderate
EVS02965,2025-11-24,15,559,35.0,Moderate
EVS01694,2025-01-12,0,218,46.0,Moderate
EVS02452,2024-12-29,9,585,26.5,High
EVS04088,2024-02-01,16,750,29.5,High
EVS00914,2024-08-24,12,207,44.5,Moderate
EVS04098,2024-06-16,5,324,42.4,Moderate
EVS02447,2025-10-01,4,371,40.2,Moderate
EVS01467,2025-08-15,19,1067,17.3,Severe
EVS02432,2024-02-12,10,676,30.4,High
EVS04197,2025-07-12,14,274,33.5,Low
EVS01336,2024-11-22,23,379,37.1,Moderate
EVS04371,2024-12-03,11,363,39.2,Moderate
EVS03696,2025-01-03,17,690,25.7,High
EVS02001,2025-02-14,17,716,28.0,Severe
EVS02670,2025-12-25,4,314,42.0,Moderate
EVS04437,2024-11-06,7,797,28.4,Severe
EVS02414,2024-07-10,22,459,38.7,Moderate
EVS03286,2025-09-11,23,403,37.7,Moderate
EVS04171,2025-07-23,5,357,40.7,Moderate
EVS00344,2025-07-17,22,587,35.2,Moderate
EVS03392,2024-07-01,17,574,30.1,Moderate
EVS02731,2025-10-07,19,959,19.3,Severe
EVS00791,2024-03-06,3,502,33.1,Moderate
EVS02254,2024-11-04,10,525,32.0,High
EVS02121,2024-02-19,3,427,36.8,Moderate
EVS02542,2025-06-17,1,343,43.2,Moderate
EVS00240,2025-04-24,19,1145,16.8,Severe
EVS01099,2025-04-25,11,461,38.2,Moderate
EVS03214,2024-04-08,2,402,35.3,Moderate
EVS02887,2024-01-05,6,770,28.7,High
EVS04652,2024-04-16,4,479,30.7,High
EVS00380,2024-09-17,5,453,38.7,High
EVS02397,2025-03-24,17,813,25.3,Severe
EVS02292,2025-10-10,17,749,22.6,Severe
EVS02268,2024-04-24,12,316,44.2,Moderate
EVS00213,2025-06-11,17,769,30.2,Severe
EVS01812,2025-10-12,6,415,40.9,Moderate
EVS04445,2025-06-20,5,471,34.2,Moderate
EVS02351,2024-06-29,16,758,26.9,High
EVS04133,2024-03-25,0,463,30.1,Moderate
EVS04294,2025-03-02,22,288,43.8,Moderate
EVS04555,2024-12-30,6,687,31.5,High
EVS03723,2025-05-08,22,406,36.9,Moderate
EVS01500,2025-03-14,7,796,22.4,Severe
EVS01176,2024-04-06,0,204,42.8,Moderate
EVS00498,2024-07-05,8,1100,12.0,Severe
EVS04103,2024-10-24,23,356,45.7,Low
EVS03703,2024-01-20,13,322,34.6,Low
EVS01815,2025-01-15,0,294,43.5,Moderate
EVS01209,2024-07-15,20,783,26.3,High
EVS02282,2024-04-09,15,564,29.9,High
EVS03803,2025-03-31,19,843,28.7,Severe
EVS04305,2024-12-24,22,376,38.3,Moderate
EVS04781,2025-09-17,8,1073,12.0,Severe
EVS03226,2024-01-16,0,389,41.4,Moderate
EVS00555,2024-11-02,10,521,29.6,Moderate
EVS04012,2024-03-14,1,486,32.2,High
EVS02393,2025-12-10,22,374,41.8,Moderate
EVS03231,2025-07-25,8,1076,13.4,Severe
EVS01637,2024-10-02,12,378,38.1,Moderate
EVS01862,2024-12-25,18,1227,15.7,Severe
EVS02388,2025-12-10,7,1053,12.0,Severe
EVS03795,2025-06-23,21,447,38.1,Moderate
EVS03713,2025-09-07,1,294,43.2,Moderate
EVS01897,2025-06-30,23,429,36.8,Moderate
EVS00289,2024-06-15,16,766,26.1,Severe
EVS02036,2025-05-12,10,515,37.3,High
EVS03036,2025-06-11,14,503,32.3,Moderate
EVS02184,2024-01-14,22,287,49.3,Moderate
EVS03168,2024-07-30,21,563,38.2,High
EVS02285,2025-01-26,14,290,42.2,Moderate
EVS01295,2025-03-17,19,881,21.4,Severe
EVS01141,2024-03-14,11,604,34.8,High
EVS04130,2024-03-19,22,355,42.2,Moderate
EVS03944,2024-11-22,0,295,39.9,Low
EVS03016,2024-05-28,3,322,41.4,Moderate
EVS01806,2025-01-08,4,412,41.7,Moderate
EVS02919,2025-08-17,6,343,39.3,Moderate
EVS02208,2024-06-02,19,611,33.1,High
EVS02718,2025-03-12,20,660,28.7,High
EVS00490,2025-01-11,14,323,38.4,Low
EVS04223,2024-03-22,14,352,42.2,Moderate
EVS01054,2024-12-31,16,1149,13.1,Severe
EVS01061,2024-05-26,17,696,37.9,High
EVS04470,2024-02-21,2,338,38.0,Moderate
EVS03731,2025-09-18,21,706,24.8,Severe
EVS04201,2024-11-19,3,386,32.0,Moderate
EVS01275,2025-08-30,16,459,34.0,Moderate
EVS04539,2025-08-17,1,241,38.7,Low
EVS01513,2024-11-21,14,402,32.3,Moderate
EVS03985,2025-03-10,21,564,42.7,High
EVS00361,2024-07-31,4,379,33.0,Moderate
EVS02961,2025-06-16,8,730,32.3,High
EVS03156,2024-09-21,21,410,41.5,Moderate
EVS03494,2024-06-08,17,751,19.4,Severe
EVS00451,2025-05-16,7,723,22.6,Severe
EVS00553,2025-07-15,9,785,23.1,Severe
EVS02554,2025-03-24,10,432,34.1,Moderate
EVS02155,2025-09-06,17,609,25.1,High
EVS01203,2025-01-03,6,518,36.9,High
EVS03548,2025-01-20,0,272,43.9,Moderate
EVS00288,2024-04-06,13,277,41.6,Moderate
EVS04973,2024-04-08,15,454,35.0,Moderate
EVS00865,2025-07-22,21,506,42.1,High
EVS00684,2024-05-19,18,720,32.0,Severe
EVS01960,2024-10-29,23,260,35.4,Low
EVS03135,2024-09-05,3,444,37.1,Moderate
EVS01419,2025-03-05,5,488,40.1,Moderate
EVS02325,2024-02-02,7,625,36.8,Moderate
EVS02435,2025-12-02,1,284,50.3,Low
EVS01165,2025-10-06,10,562,28.2,High
EVS04241,2025-08-24,18,611,33.8,High
EVS01186,2024-04-06,22,361,41.2,Moderate
EVS04755,2025-01-06,14,334,38.6,Moderate
EVS04142,2024-01-02,15,540,32.7,High
EVS01337,2025-07-22,15,495,39.2,Moderate
EVS01447,2025-01-09,9,712,28.1,Severe
EVS04455,2024-04-12,17,846,17.9,Severe
EVS02770,2025-02-23,0,317,43.8,Moderate
EVS00886,2025-11-18,9,693,27.1,High
EVS02324,2025-06-09,9,687,29.2,Severe
EVS03885,2025-05-30,16,554,32.3,High
EVS00308,2024-06-11,10,605,28.7,High
EVS01249,2025-07-04,7,809,27.9,Severe
EVS00269,2025-04-11,16,916,22.5,Severe
EVS02117,2024-03-16,7,504,31.5,Moderate
EVS00904,2025-10-24,9,1032,14.1,Severe
EVS00065,2024-05-03,19,844,21.6,Severe
EVS03713,2025-11-18,21,622,28.1,High
EVS01800,2025-11-22,18,712,21.1,Severe
EVS02771,2025-12-05,9,628,31.4,High
EVS03437,2025-08-30,14,320,41.1,Moderate
EVS04379,2025-04-20,6,485,31.0,Low
EVS04152,2025-04-17,4,431,38.2,High
EVS00731,2025-08-06,22,453,38.0,Moderate
EVS04672,2024-12-09,13,375,31.2,Moderate
EVS04782,2025-11-08,19,664,33.2,High
EVS01800,2024-03-06,21,766,23.5,High
EVS02693,2024-11-15,6,608,31.5,High
EVS00529,2025-06-18,5,475,40.9,Moderate
EVS03096,2024-01-26,13,583,32.5,High
EVS03282,2024-01-30,4,320,30.2,Moderate
EVS03745,2025-09-23,5,426,36.2,Moderate
EVS02963,2025-11-05,17,1160,12.5,Severe
EVS02747,2025-10-18,21,362,31.6,Moderate
EVS02609,2024-04-24,12,322,37.7,Low
EVS04782,2025-05-07,11,421,35.2,Moderate
EVS03721,2025-02-07,6,613,31.4,High
EVS01879,2024-04-02,7,899,25.3,Severe
EVS04135,2024-02-24,10,509,31.9,Moderate
EVS02181,2025-04-27,7,547,27.6,High
EVS01943,2024-03-05,13,356,42.2,Low
EVS01915,2025-05-20,18,968,12.0,Severe
EVS01628,2024-01-18,10,498,31.1,High
EVS03280,2024-09-24,3,348,43.9,Moderate
EVS01764,2024-12-19,16,763,27.9,Severe
EVS01103,2024-11-14,19,592,30.5,High
EVS03272,2025-09-27,4,238,43.8,Moderate
EVS02430,2025-06-22,16,504,35.3,Moderate
EVS00483,2024-02-16,10,492,34.1,High
EVS04751,2024-11-10,5,339,35.6,Moderate
EVS02438,2025-09-14,9,516,33.8,High
EVS00226,2025-10-16,21,535,34.6,Moderate
EVS02257,2025-08-30,4,259,41.7,Moderate
EVS01560,2024-04-08,6,539,23.9,High
EVS04988,2025-07-21,13,439,49.8,Moderate
EVS01522,2024-09-02,3,444,32.8,High
EVS00580,2025-11-21,17,771,28.6,Severe
EVS03388,2024-12-01,23,246,42.3,Low
EVS01006,2025-12-06,8,732,20.3,Severe
EVS02128,2025-02-17,8,705,28.2,High
EVS03379,2025-04-28,5,380,34.3,Moderate
EVS01305,2024-10-05,0,351,39.5,Moderate
EVS01003,2024-10-12,18,554,29.7,High
EVS01482,2024-07-04,5,473,39.7,Moderate
EVS01375,2025-06-08,9,777,26.2,Severe
EVS01615,2025-04-28,23,324,38.4,Moderate
EVS01585,2025-04-22,16,724,32.1,Severe
EVS00514,2025-04-13,11,317,35.1,Moderate
EVS03354,2025-09-26,20,568,34.4,High
EVS01173,2024-05-24,23,297,43.3,Low
EVS00128,2024-02-03,20,401,40.1,Moderate
EVS03593,2025-03-18,16,903,24.8,Severe
EVS04999,2025-12-26,23,328,43.8,Moderate
EVS02888,2025-11-22,6,318,34.5,Moderate
EVS01753,2025-11-23,10,343,44.9,Moderate
EVS04620,2024-02-02,8,1002,12.7,Severe
EVS03387,2025-12-11,9,752,26.8,Severe
EVS03702,2024-03-17,20,661,25.4,High
EVS04674,2025-06-07,10,488,36.8,Moderate
EVS03088,2024-05-07,14,442,33.1,Moderate
EVS02996,2024-08-13,19,1034,14.8,Severe
EVS04346,2024-02-27,7,740,23.6,High
EVS02114,2024-04-28,15,388,44.0,Moderate
EVS02942,2024-03-07,17,833,22.5,Severe
EVS02783,2024-08-21,8,781,26.5,Severe
EVS02140,2024-02-18,14,224,40.3,Moderate
EVS02720,2025-06-18,23,385,39.9,Low
EVS00101,2024-04-25,6,658,22.8,High
EVS04407,2025-12-23,21,769,23.6,High
EVS04227,2024-07-27,18,554,24.2,High
EVS04201,2025-03-23,12,260,41.7,Moderate
EVS02652,2025-12-12,11,435,30.5,Moderate
EVS04771,2024-07-25,10,458,42.4,Moderate
EVS03609,2024-05-07,7,690,29.2,Severe
EVS01675,2025-06-19,22,483,34.7,Moderate
EVS00179,2025-12-28,20,626,27.8,High
EVS02414,2024-01-08,10,637,26.6,High
EVS03180,2024-08-02,13,424,38.6,High
EVS00049,2025-12-10,8,726,29.8,Severe
EVS00965,2024-12-12,17,1286,12.0,Severe
EVS00820,2025-07-23,4,290,37.8,Moderate
EVS02372,2024-08-09,17,1008,13.2,Severe
EVS01051,2024-08-10,1,295,46.4,Moderate
EVS04310,2024-03-24,1,262,36.6,Low
EVS01333,2024-04-12,1,350,39.3,Moderate
EVS04876,2024-09-12,4,369,33.8,Moderate
EVS04265,2024-06-05,6,510,35.6,High
EVS01805,2025-10-09,3,383,40.9,Moderate
EVS03229,2025-02-13,9,550,41.7,Moderate
EVS04558,2025-05-20,13,381,40.8,Moderate
EVS02651,2024-03-20,2,274,41.7,Moderate
EVS00571,2025-07-19,17,728,28.2,Severe
EVS04599,2025-07-05,15,421,31.1,Moderate
EVS04182,2024-02-06,18,807,20.9,Severe
EVS03687,2025-10-03,18,977,29.3,Severe
EVS00788,2024-08-21,3,379,43.1,Moderate
EVS02918,2024-09-05,4,413,33.3,Moderate
EVS04582,2024-11-16,7,459,42.4,Moderate
EVS01086,2024-08-30,3,356,38.5,Moderate
EVS02498,2024-10-21,23,335,36.9,Low
EVS01713,2025-11-22,7,593,37.1,High
EVS02562,2024-07-11,1,246,38.5,Low
EVS00734,2025-04-11,21,487,34.8,High
EVS02340,2024-03-07,10,682,29.7,High
EVS03047,2025-04-10,7,676,31.0,Severe
EVS01865,2024-06-02,17,766,30.2,Severe
EVS01148,2024-02-02,7,767,27.1,Severe
EVS03059,2024-01-07,12,254,44.3,Low
EVS01315,2024-05-22,4,311,44.6,Low
EVS00113,2025-09-25,20,695,20.8,High
EVS02288,2024-10-30,5,540,32.3,High
EVS02451,2024-09-10,11,395,44.9,High
EVS04190,2025-02-19,21,452,33.9,Moderate
EVS04882,2024-11-01,14,491,37.7,Moderate
EVS01760,2025-05-26,11,650,23.2,High
EVS04337,2024-08-16,20,572,29.9,High
EVS03506,2025-08-20,8,940,22.3,Severe
EVS02447,2025-05-08,18,1091,17.3,Severe
EVS02926,2025-05-12,12,390,35.8,Moderate
EVS04228,2025-01-04,0,227,38.9,Moderate
EVS02067,2025-05-19,23,466,38.1,Moderate
EVS02563,2025-06-25,5,462,32.5,High
EVS03048,2024-03-05,19,758,21.9,Severe
EVS04202,2025-01-19,8,878,12.9,Severe
EVS02409,2025-10-10,5,457,34.9,Moderate
EVS02325,2024-06-16,0,254,41.9,Low
EVS01703,2024-04-05,6,799,26.6,Severe
EVS01214,2024-06-15,18,540,30.2,Moderate
EVS01711,2024-09-03,2,312,39.0,Low
EVS01203,2024-12-09,5,381,40.8,Moderate
EVS02960,2024-06-28,8,819,24.4,Severe
EVS01235,2024-02-02,1,335,44.1,Moderate
EVS00396,2024-01-19,17,1080,12.4,Severe
EVS02841,2024-06-18,1,530,27.3,Moderate
EVS04601,2025-05-18,18,782,25.8,Severe
EVS00116,2024-01-27,3,342,44.5,Moderate
EVS02811,2025-04-28,9,906,15.5,Severe
EVS03747,2025-09-04,21,823,24.0,Severe
EVS04181,2025-03-03,19,1070,14.9,Severe
EVS04979,2025-03-16,11,237,41.4,Low
EVS01528,2025-07-30,11,602,27.4,High
EVS02310,2024-03-01,14,512,28.5,Moderate
EVS04772,2024-02-04,12,260,43.2,Low
EVS02221,2024-05-16,0,376,37.9,Moderate
EVS00282,2024-10-07,22,347,41.8,Moderate
EVS02391,2025-08-02,22,250,41.4,Moderate
EVS01059,2024-01-21,10,353,37.8,Low
EVS04015,2024-08-29,10,443,38.8,Moderate
EVS04386,2025-08-22,21,492,34.6,Moderate
EVS03769,2025-12-17,3,301,42.0,Moderate
EVS02254,2024-06-13,22,429,38.6,Moderate
EVS02072,2024-08-13,1,376,45.6,Moderate
EVS03439,2024-12-24,0,316,36.8,Low
EVS02803,2025-06-01,13,272,41.1,Moderate
EVS03780,2024-03-22,8,679,29.2,High
EVS03297,2025-06-13,12,295,35.8,Low
EVS02660,2024-12-07,18,805,20.5,Severe
EVS03219,2024-01-06,3,194,46.2,Low
EVS00502,2025-08-21,8,928,15.0,Severe
EVS02400,2025-08-15,14,432,41.3,Moderate
EVS03134,2024-06-28,17,485,32.6,Moderate
EVS03119,2024-07-21,1,267,38.3,Low
EVS00171,2024-07-30,18,1201,12.0,Severe
EVS01377,2025-06-18,20,543,30.8,High
EVS01397,2024-08-14,14,387,37.6,Moderate
EVS04515,2024-02-29,6,807,27.1,Severe
EVS04424,2025-09-10,10,625,37.3,Moderate
EVS00125,2025-04-04,15,604,31.0,Moderate
EVS01299,2024-08-17,11,306,41.1,Moderate
EVS01866,2024-01-28,14,287,37.3,Moderate
EVS03497,2024-10-28,11,472,34.4,Moderate
EVS03431,2025-02-24,13,451,36.3,High
EVS03875,2025-07-08,1,311,43.0,Moderate
EVS00554,2024-06-01,21,350,42.7,Moderate
EVS01861,2024-04-21,2,252,45.2,Low
EVS02083,2024-01-04,4,411,38.4,High
EVS02088,2024-08-23,11,365,36.5,Moderate
EVS04899,2024-06-06,18,1087,12.0,Severe
EVS02965,2024-07-10,22,317,48.3,Moderate
EVS02230,2024-11-18,4,293,46.2,Low
EVS02303,2025-06-30,13,477,31.0,Moderate
EVS03057,2024-10-15,3,371,34.3,Moderate
EVS04536,2024-01-07,8,569,29.5,High
EVS00238,2024-06-16,19,530,31.9,Moderate
EVS00965,2024-03-13,23,376,41.3,Moderate
EVS03673,2024-11-20,4,285,42.0,Moderate
EVS04860,2025-12-25,14,554,35.3,Moderate
EVS03754,2025-09-13,9,446,40.3,Low
EVS03903,2025-12-22,14,493,32.2,Moderate
EVS01081,2024-08-11,1,239,41.2,Moderate
EVS03897,2024-08-10,1,292,33.3,Low
EVS02990,2024-11-19,18,1315,12.0,Severe
EVS00720,2025-10-30,8,745,21.7,Severe
EVS02320,2025-05-08,7,800,20.6,Severe
EVS00555,2025-11-02,20,423,38.2,Moderate
EVS02327,2024-12-10,23,368,42.7,High
EVS00552,2025-08-29,12,375,27.5,Moderate
EVS00700,2025-03-06,10,538,36.2,High
EVS01133,2025-02-17,15,443,35.8,Moderate
EVS02927,2024-09-05,6,533,32.6,Moderate
EVS03572,2024-01-04,21,595,36.2,High
EVS04346,2024-12-09,15,596,30.7,Moderate
EVS02802,2025-06-19,12,407,43.3,Moderate
EVS01748,2024-05-06,21,546,30.9,High
EVS02135,2024-11-23,16,533,31.5,Moderate
EVS04255,2024-04-28,21,279,40.3,Moderate
EVS00877,2025-06-05,13,413,42.8,Moderate
EVS03456,2024-08-11,4,345,38.8,Moderate
EVS02035,2024-04-12,23,409,43.8,High
EVS04200,2024-11-10,22,320,43.0,Moderate
EVS03563,2025-10-04,8,915,23.9,Severe
EVS03786,2024-11-29,6,640,25.8,Moderate
EVS01243,2024-11-03,4,281,41.4,Moderate
EVS00630,2024-07-31,3,429,35.5,Moderate
EVS03282,2024-04-07,17,822,21.7,Severe
EVS01620,2024-12-15,4,318,45.4,Moderate
EVS01700,2025-12-14,7,490,34.7,Moderate
EVS03862,2024-06-06,3,298,41.8,Moderate
EVS01708,2025-11-20,8,967,13.5,Severe
EVS03109,2024-06-29,17,645,28.9,High
EVS01627,2024-02-22,6,548,36.9,Severe
EVS03207,2025-06-30,7,785,24.6,Severe
EVS02816,2025-06-13,8,993,18.9,Severe
EVS04102,2024-03-20,11,466,44.5,Moderate
EVS03400,2024-10-04,22,434,31.1,Moderate
EVS00687,2024-08-09,13,462,32.4,Moderate
EVS02721,2025-08-13,7,630,31.7,High
EVS01126,2025-07-05,21,332,42.7,Moderate
