Vehicle_ID,Vehicle_Type,Battery_Capacity_kWh,Vehicle_Age_Years
VEH07852,Pickup,40.0,6
VEH07853,SUV,60.0,5
VEH07854,Sedan,90.0,4
VEH07855,SUV,40.0,6
VEH07856,Sedan,60.0,11
VEH07857,Sedan,80.0,2
VEH07858,Hatchback,80.0,7
VEH07859,Sedan,40.0,4
VEH07860,SUV,100.0,6
VEH07861,SUV,70.0,8
VEH07862,SUV,60.0,7
VEH07863,Sedan,60.0,7
VEH07864,Pickup,60.0,11
VEH07865,Pickup,40.0,11
VEH07866,SUV,70.0,7
VEH07867,Pickup,80.0,4
VEH07868,Sedan,70.0,10
VEH07869,SUV,70.0,7
VEH07870,Pickup,70.0,3
VEH07871,Sedan,80.0,9
VEH07872,SUV,40.0,4
VEH07873,Sedan,90.0,11
VEH07874,Sedan,50.0,10
VEH07875,Hatchback,60.0,11
VEH07876,Hatchback,70.0,11
VEH07877,Sedan,60.0,2
VEH07878,Hatchback,80.0,2
VEH07879,Pickup,60.0,1
VEH07880,Sedan,60.0,2
VEH07881,Hatchback,60.0,8
VEH07882,Sedan,60.0,8
VEH07883,Sedan,40.0,5
VEH07884,Pickup,60.0,7
VEH07885,Hatchback,60.0,4
VEH07886,Hatchback,60.0,2
VEH07887,Sedan,70.0,8
VEH07888,Sedan,50.0,4
VEH07889,Sedan,70.0,2
VEH07890,SUV,40.0,2
VEH07891,Pickup,60.0,4
VEH07892,Sedan,90.0,5
VEH07893,SUV,50.0,10
VEH07894,Pickup,50.0,3
VEH07895,Pickup,40.0,6
VEH07896,Pickup,90.0,1
VEH07897,Sedan,40.0,4
VEH07898,SUV,50.0,11
VEH07899,Sedan,40.0,8
VEH07900,SUV,60.0,7
VEH07901,Van,60.0,1
VEH07902,Sedan,60.0,4
VEH07903,Van,70.0,2
VEH07904,Hatchback,40.0,11
VEH07905,Pickup,50.0,5
VEH07906,Hatchback,70.0,2
VEH07907,Hatchback,60.0,11
VEH07908,SUV,80.0,0
VEH07909,SUV,90.0,11
VEH07910,Pickup,60.0,8
VEH07911,SUV,60.0,9
VEH07912,Hatchback,60.0,5
VEH07913,Sedan,70.0,5
VEH07914,SUV,50.0,5
VEH07915,Sedan,70.0,6
VEH07916,Pickup,70.0,4
VEH07917,SUV,90.0,5
VEH07918,Hatchback,50.0,11
VEH07919,SUV,80.0,6
VEH07920,Van,90.0,0
VEH07921,Sedan,90.0,3
VEH07922,SUV,80.0,10
VEH07923,Hatchback,60.0,2
VEH07924,Pickup,70.0,4
VEH07925,Hatchback,40.0,8
VEH07926,Van,70.0,2
VEH07927,SUV,50.0,8
VEH07928,Hatchback,70.0,4
VEH07929,Hatchback,40.0,9
VEH07930,Sedan,50.0,9
VEH07931,Hatchback,70.0,10
VEH07932,Sedan,60.0,4
VEH07933,Sedan,50.0,6
VEH07934,Hatchback,100.0,2
VEH07935,Sedan,60.0,9
VEH07936,Sedan,70.0,1
VEH07937,Pickup,90.0,3
VEH07938,Hatchback,90.0,8
VEH07939,Hatchback,80.0,10
VEH07940,Pickup,90.0,6
VEH07941,SUV,70.0,1
VEH07942,Sedan,80.0,9
VEH07943,Sedan,50.0,11
VEH07944,SUV,100.0,1
VEH07945,Hatchback,90.0,7
VEH07946,Pickup,80.0,2
VEH07947,SUV,40.0,3
VEH07948,SUV,70.0,7
VEH07949,SUV,60.0,2
VEH07950,Sedan,50.0,11
VEH07951,Van,90.0,5
VEH07952,Sedan,50.0,3
VEH07953,Van,100.0,2
VEH07954,Hatchback,50.0,10
VEH07955,Pickup,50.0,1
VEH07956,Sedan,60.0,2
VEH07957,Van,40.0,11
VEH07958,Hatchback,50.0,4
VEH07959,Sedan,60.0,11
VEH07960,Sedan,100.0,3
VEH07961,SUV,60.0,1
VEH07962,Sedan,50.0,6
VEH07963,Van,50.0,4
VEH07964,Pickup,60.0,0
VEH07965,Sedan,60.0,7
VEH07966,Van,90.0,0
VEH07967,SUV,40.0,2
VEH07968,Hatchback,50.0,7
VEH07969,Sedan,40.0,3
VEH07970,Hatchback,90.0,7
VEH07971,Pickup,60.0,5
VEH07972,Sedan,50.0,4
VEH07973,Pickup,50.0,3
VEH07974,Pickup,70.0,10
VEH07975,Van,90.0,5
VEH07976,Hatchback,80.0,10
VEH07977,Hatchback,50.0,2
VEH07978,Van,90.0,11
VEH07979,Hatchback,70.0,9
VEH07980,SUV,60.0,5
VEH07981,SUV,50.0,2
VEH07982,Sedan,60.0,9
VEH07983,Sedan,70.0,7
VEH07984,Pickup,100.0,5
VEH07985,Pickup,70.0,6
VEH07986,Hatchback,40.0,6
VEH07987,Sedan,80.0,2
VEH07988,Pickup,80.0,1
VEH07989,Hatchback,60.0,4
VEH07990,Van,50.0,2
VEH07991,SUV,60.0,10
VEH07992,Van,50.0,4
VEH07993,SUV,60.0,0
VEH07994,SUV,80.0,7
VEH07995,SUV,80.0,1
VEH07996,Sedan,40.0,3
VEH07997,Hatchback,60.0,3
VEH07998,Sedan,80.0,9
VEH07999,SUV,80.0,1
VEH08000,SUV,90.0,7
VEH08001,Pickup,60.0,5
VEH08002,SUV,80.0,9
VEH08003,Pickup,40.0,9
VEH08004,Pickup,90.0,0
VEH08005,SUV,40.0,5
VEH08006,Sedan,80.0,10
VEH08007,SUV,60.0,3
VEH08008,Hatchback,80.0,9
VEH08009,SUV,70.0,6
VEH08010,Pickup,50.0,5
VEH08011,Van,60.0,4
VEH08012,Sedan,60.0,10
VEH08013,Hatchback,80.0,1
VEH08014,Hatchback,90.0,10
VEH08015,Sedan,70.0,10
VEH08016,Pickup,60.0,6
VEH08017,Pickup,50.0,8
VEH08018,Pickup,70.0,8
VEH08019,SUV,60.0,0
VEH08020,SUV,70.0,0
VEH08021,Hatchback,50.0,0
VEH08022,SUV,90.0,7
VEH08023,Hatchback,90.0,4
VEH08024,Pickup,60.0,2
VEH08025,Sedan,40.0,0
VEH08026,SUV,70.0,8
VEH08027,SUV,80.0,9
VEH08028,Pickup,60.0,4
VEH08029,Pickup,70.0,1
VEH08030,Sedan,60.0,10
VEH08031,Van,60.0,2
VEH08032,Hatchback,60.0,7
VEH08033,SUV,50.0,0
VEH08034,Hatchback,60.0,9
VEH08035,Sedan,60.0,10
VEH08036,SUV,40.0,10
VEH08037,Sedan,100.0,2
VEH08038,Sedan,40.0,7
VEH08039,Hatchback,80.0,7
VEH08040,Sedan,100.0,10
VEH08041,Hatchback,70.0,1
VEH08042,SUV,90.0,11
VEH08043,SUV,90.0,8
VEH08044,Sedan,90.0,0
VEH08045,SUV,70.0,9
VEH08046,SUV,70.0,10
VEH08047,SUV,60.0,2
VEH08048,Hatchback,70.0,6
VEH08049,Sedan,80.0,8
VEH08050,Sedan,100.0,9
VEH08051,SUV,80.0,9
VEH08052,Hatchback,60.0,1
VEH08053,SUV,50.0,11
VEH08054,Sedan,60.0,0
VEH08055,SUV,60.0,0
VEH08056,SUV,40.0,6
VEH08057,Hatchback,90.0,2
VEH08058,Van,80.0,10
VEH08059,Pickup,60.0,9
VEH08060,Hatchback,60.0,0
VEH08061,Van,60.0,10
VEH08062,Van,70.0,9
VEH08063,Pickup,50.0,6
VEH08064,Van,60.0,2
VEH08065,SUV,90.0,4
VEH08066,SUV,50.0,2
VEH08067,Van,90.0,1
VEH08068,Pickup,80.0,11
VEH08069,Sedan,70.0,6
VEH08070,SUV,50.0,6
VEH08071,Hatchback,70.0,5
VEH08072,Hatchback,80.0,10
VEH08073,Pickup,50.0,7
VEH08074,SUV,70.0,8
VEH08075,SUV,60.0,6
VEH08076,Sedan,80.0,6
VEH08077,Sedan,60.0,1
VEH08078,SUV,60.0,8
VEH08079,Hatchback,40.0,5
VEH08080,Hatchback,60.0,8
VEH08081,Pickup,40.0,9
VEH08082,Hatchback,80.0,11
VEH08083,SUV,40.0,5
VEH08084,Van,50.0,10
VEH08085,Sedan,60.0,3
VEH08086,Sedan,80.0,8
VEH08087,SUV,70.0,1
VEH08088,SUV,50.0,3
VEH08089,Hatchback,50.0,10
VEH08090,SUV,50.0,0
VEH08091,SUV,80.0,5
VEH08092,Sedan,90.0,3
VEH08093,Sedan,50.0,2
VEH08094,SUV,50.0,1
VEH08095,Sedan,50.0,6
VEH08096,SUV,60.0,2
VEH08097,Sedan,80.0,3
VEH08098,Hatchback,80.0,4
VEH08099,SUV,40.0,8
VEH08100,Sedan,80.0,1
VEH08101,Hatchback,70.0,5
VEH08102,Sedan,80.0,8
VEH08103,SUV,40.0,6
VEH08104,SUV,50.0,1
VEH08105,Sedan,60.0,5
VEH08106,Sedan,90.0,10
VEH08107,Hatchback,40.0,3
VEH08108,Sedan,60.0,7
VEH08109,Sedan,40.0,10
VEH08110,Pickup,50.0,8
VEH08111,Sedan,60.0,2
VEH08112,SUV,60.0,1
VEH08113,Hatchback,90.0,3
VEH08114,SUV,60.0,7
VEH08115,Sedan,60.0,4
VEH08116,Pickup,70.0,8
VEH08117,Pickup,70.0,0
VEH08118,Pickup,70.0,10
VEH08119,Pickup,80.0,9
VEH08120,SUV,50.0,5
VEH08121,Sedan,60.0,0
VEH08122,Sedan,70.0,10
VEH08123,Sedan,40.0,4
VEH08124,Pickup,70.0,7
VEH08125,SUV,40.0,11
VEH08126,Sedan,60.0,4
VEH08127,SUV,80.0,10
VEH08128,Pickup,60.0,0
VEH08129,SUV,50.0,3
VEH08130,Van,80.0,7
VEH08131,Van,70.0,6
VEH08132,Sedan,70.0,7
VEH08133,SUV,60.0,1
VEH08134,SUV,40.0,2
VEH08135,Sedan,100.0,11
VEH08136,Sedan,70.0,11
VEH08137,Pickup,70.0,5
VEH08138,SUV,90.0,9
VEH08139,Pickup,80.0,9
VEH08140,Sedan,90.0,0
VEH08141,SUV,90.0,3
VEH08142,Sedan,60.0,8
VEH08143,Sedan,70.0,9
VEH08144,Van,70.0,11
VEH08145,Sedan,60.0,3
VEH08146,Pickup,100.0,5
VEH08147,Hatchback,60.0,5
VEH08148,Sedan,70.0,11
VEH08149,Van,40.0,9
VEH08150,Pickup,50.0,8
VEH08151,SUV,50.0,2
VEH08152,SUV,70.0,2
VEH08153,Sedan,40.0,3
VEH08154,Hatchback,40.0,3
VEH08155,Hatchback,60.0,10
VEH08156,SUV,60.0,5
VEH08157,Pickup,70.0,1
VEH08158,SUV,80.0,8
VEH08159,Sedan,60.0,3
VEH08160,SUV,40.0,7
VEH08161,Sedan,70.0,7
VEH08162,SUV,70.0,7
VEH08163,Sedan,40.0,3
VEH08164,Hatchback,100.0,11
VEH08165,Sedan,40.0,7
VEH08166,Sedan,80.0,6
VEH08167,Sedan,80.0,2
VEH08168,SUV,60.0,11
VEH08169,Hatchback,70.0,4
VEH08170,Hatchback,60.0,0
VEH08171,Pickup,60.0,3
VEH08172,Sedan,50.0,8
VEH08173,Sedan,70.0,6
VEH08174,Hatchback,50.0,11
VEH08175,Sedan,50.0,3
VEH08176,SUV,90.0,9
VEH08177,Hatchback,60.0,7
VEH08178,Hatchback,50.0,5
VEH08179,Sedan,100.0,8
VEH08180,Sedan,90.0,9
VEH08181,SUV,60.0,4
VEH08182,SUV,50.0,1
VEH08183,Sedan,50.0,0
VEH08184,Hatchback,70.0,5
VEH08185,Sedan,40.0,6
VEH08186,Sedan,50.0,8
VEH08187,SUV,70.0,2
VEH08188,Sedan,60.0,0
VEH08189,Sedan,40.0,2
VEH08190,Sedan,70.0,11
VEH08191,Hatchback,70.0,0
VEH08192,SUV,60.0,3
VEH08193,Sedan,70.0,8
VEH08194,Sedan,90.0,8
VEH08195,Hatchback,80.0,3
VEH08196,Hatchback,60.0,2
VEH08197,Pickup,80.0,5
VEH08198,Sedan,60.0,11
VEH08199,Sedan,80.0,6
VEH08200,SUV,100.0,10
VEH08201,SUV,60.0,0
VEH08202,Pickup,90.0,11
VEH08203,SUV,90.0,8
VEH08204,SUV,70.0,7
VEH08205,Hatchback,50.0,11
VEH08206,Hatchback,70.0,3
VEH08207,Sedan,70.0,11
VEH08208,Hatchback,40.0,0
VEH08209,Hatchback,40.0,3
VEH08210,Pickup,50.0,2
VEH08211,Pickup,80.0,8
VEH08212,Van,90.0,9
VEH08213,Sedan,80.0,8
VEH08214,SUV,80.0,3
VEH08215,Sedan,60.0,5
VEH08216,Pickup,50.0,1
VEH08217,SUV,60.0,6
VEH08218,Hatchback,50.0,0
VEH08219,Sedan,50.0,6
VEH08220,SUV,60.0,9
VEH08221,SUV,100.0,0
VEH08222,Hatchback,70.0,11
VEH08223,Sedan,40.0,0
VEH08224,SUV,90.0,6
VEH08225,Sedan,60.0,7
VEH08226,SUV,80.0,2
VEH08227,SUV,70.0,11
VEH08228,Pickup,40.0,0
VEH08229,Sedan,50.0,5
VEH08230,Hatchback,70.0,8
VEH08231,Sedan,80.0,8
VEH08232,SUV,60.0,2
VEH08233,Hatchback,60.0,11
VEH08234,Pickup,100.0,0
VEH08235,Van,60.0,2
VEH08236,Hatchback,70.0,10
VEH08237,SUV,80.0,5
VEH08238,SUV,40.0,0
VEH08239,Hatchback,60.0,10
VEH08240,Sedan,70.0,11
VEH08241,Hatchback,40.0,9
VEH08242,Sedan,80.0,0
VEH08243,Sedan,70.0,1
VEH08244,Sedan,40.0,7
VEH08245,Sedan,70.0,11
VEH08246,Van,50.0,5
VEH08247,Sedan,80.0,2
VEH08248,SUV,60.0,5
VEH08249,Hatchback,80.0,3
VEH08250,Hatchback,80.0,7
VEH08251,Sedan,60.0,5
VEH08252,Sedan,40.0,7
VEH08253,Sedan,40.0,11
VEH08254,Pickup,70.0,3
VEH08255,Sedan,50.0,0
VEH08256,Pickup,60.0,3
VEH08257,SUV,70.0,9
VEH08258,Sedan,80.0,11
VEH08259,Hatchback,50.0,7
VEH08260,Van,50.0,2
VEH08261,Hatchback,70.0,6
VEH08262,SUV,90.0,2
VEH08263,SUV,70.0,9
VEH08264,Sedan,90.0,0
VEH08265,Hatchback,80.0,0
VEH08266,SUV,100.0,3
VEH08267,Sedan,80.0,4
VEH08268,Hatchback,60.0,4
VEH08269,SUV,40.0,7
VEH08270,Hatchback,60.0,5
VEH08271,Pickup,80.0,0
VEH08272,Pickup,40.0,0
VEH08273,SUV,60.0,2
VEH08274,SUV,80.0,4
VEH08275,Sedan,50.0,0
VEH08276,Sedan,50.0,9
VEH08277,Van,60.0,10
VEH08278,Sedan,70.0,11
VEH08279,Sedan,60.0,0
VEH08280,Sedan,40.0,10
VEH08281,SUV,70.0,7
VEH08282,Hatchback,80.0,8
VEH08283,SUV,70.0,11
VEH08284,SUV,60.0,1
VEH08285,Van,80.0,10
VEH08286,Hatchback,80.0,0
VEH08287,SUV,40.0,7
VEH08288,Sedan,70.0,5
VEH08289,SUV,40.0,5
VEH08290,SUV,40.0,3
VEH08291,Hatchback,60.0,6
VEH08292,SUV,70.0,2
VEH08293,Pickup,80.0,11
VEH08294,Van,70.0,8
VEH08295,SUV,60.0,8
VEH08296,Hatchback,50.0,9
VEH08297,Sedan,60.0,3
VEH08298,Van,50.0,8
VEH08299,Hatchback,50.0,6
VEH08300,Hatchback,70.0,4
VEH08301,Pickup,80.0,8
VEH08302,Sedan,50.0,2
VEH08303,Pickup,80.0,4
VEH08304,SUV,70.0,6
VEH08305,Pickup,40.0,9
VEH08306,Sedan,60.0,0
VEH08307,SUV,70.0,0
VEH08308,SUV,60.0,3
VEH08309,Sedan,80.0,9
VEH08310,Van,70.0,3
VEH08311,Pickup,80.0,1
VEH08312,SUV,60.0,6
VEH08313,Van,80.0,2
VEH08314,SUV,80.0,9
VEH08315,Pickup,40.0,9
VEH08316,Pickup,60.0,4
VEH08317,Pickup,70.0,1
VEH08318,Sedan,70.0,8
VEH08319,Pickup,40.0,9
VEH08320,Sedan,60.0,4
VEH08321,Hatchback,100.0,6
VEH08322,Sedan,50.0,7
VEH08323,Pickup,40.0,9
VEH08324,Sedan,70.0,9
VEH08325,Pickup,40.0,10
VEH08326,Hatchback,100.0,8
VEH08327,Hatchback,80.0,5
VEH08328,Hatchback,50.0,3
VEH08329,Van,70.0,8
VEH08330,Hatchback,70.0,3
VEH08331,Sedan,100.0,4
VEH08332,SUV,70.0,8
VEH08333,Pickup,60.0,0
VEH08334,Pickup,50.0,4
VEH08335,Pickup,90.0,8
VEH08336,Van,50.0,4
VEH08337,SUV,60.0,2
VEH08338,SUV,90.0,1
VEH08339,SUV,50.0,4
VEH08340,Van,60.0,6
VEH08341,Pickup,70.0,3
VEH08342,Sedan,50.0,4
VEH08343,Sedan,40.0,4
VEH08344,SUV,60.0,6
VEH08345,Sedan,50.0,0
VEH08346,SUV,40.0,7
VEH08347,SUV,50.0,0
VEH08348,Pickup,60.0,8
VEH08349,Sedan,90.0,7
VEH08350,Sedan,60.0,9
VEH08351,SUV,50.0,7
VEH08352,SUV,100.0,5
VEH08353,Sedan,70.0,11
VEH08354,Pickup,80.0,4
VEH08355,Sedan,60.0,11
VEH08356,Hatchback,40.0,1
VEH08357,Pickup,70.0,7
VEH08358,SUV,50.0,8
VEH08359,SUV,60.0,11
VEH08360,SUV,70.0,2
VEH08361,Pickup,50.0,1
VEH08362,SUV,50.0,10
VEH08363,Sedan,50.0,5
VEH08364,SUV,90.0,3
VEH08365,Sedan,90.0,7
VEH08366,Van,40.0,10
VEH08367,Hatchback,100.0,8
VEH08368,Sedan,80.0,4
VEH08369,SUV,80.0,2
VEH08370,Van,60.0,1
VEH08371,Hatchback,50.0,3
VEH08372,Hatchback,50.0,2
VEH08373,Hatchback,80.0,8
VEH08374,Van,60.0,10
VEH08375,Pickup,100.0,9
VEH08376,Sedan,90.0,3
VEH08377,Hatchback,70.0,4
VEH08378,SUV,60.0,4
VEH08379,Pickup,90.0,0
VEH08380,SUV,80.0,2
VEH08381,SUV,50.0,2
VEH08382,Hatchback,50.0,0
VEH08383,Sedan,60.0,3
VEH08384,Sedan,70.0,0
VEH08385,Sedan,50.0,5
VEH08386,SUV,70.0,4
VEH08387,SUV,100.0,6
VEH08388,Hatchback,80.0,3
VEH08389,Sedan,70.0,4
VEH08390,SUV,80.0,9
VEH08391,SUV,80.0,7
VEH08392,Sedan,70.0,4
VEH08393,SUV,70.0,10
VEH08394,SUV,70.0,2
VEH08395,Sedan,80.0,10
VEH08396,Sedan,70.0,5
VEH08397,Pickup,50.0,0
VEH08398,Van,70.0,7
VEH08399,Pickup,50.0,0
VEH08400,SUV,80.0,6
VEH08401,Sedan,40.0,6
VEH08402,SUV,90.0,0
VEH08403,Sedan,40.0,8
VEH08404,SUV,70.0,0
VEH08405,Sedan,40.0,0
VEH08406,Van,50.0,6
VEH08407,Van,50.0,2
VEH08408,Hatchback,60.0,3
VEH08409,Sedan,90.0,11
VEH08410,SUV,70.0,1
VEH08411,SUV,80.0,0
VEH08412,Sedan,50.0,11
VEH08413,Sedan,60.0,0
VEH08414,Van,60.0,5
VEH08415,SUV,60.0,10
VEH08416,Hatchback,70.0,1
VEH08417,Pickup,90.0,10
VEH08418,SUV,90.0,6
VEH08419,Hatchback,60.0,3
VEH08420,Sedan,40.0,3
VEH08421,Sedan,60.0,7
VEH08422,Sedan,80.0,11
VEH08423,Hatchback,60.0,7
VEH08424,Hatchback,80.0,6
VEH08425,Pickup,40.0,5
VEH08426,Sedan,50.0,1
VEH08427,Sedan,70.0,5
VEH08428,Sedan,60.0,5
VEH08429,Hatchback,50.0,5
VEH08430,Sedan,70.0,9
VEH08431,Hatchback,80.0,4
VEH08432,Pickup,60.0,11
VEH08433,Hatchback,40.0,2
VEH08434,Pickup,70.0,3
VEH08435,Van,60.0,8
VEH08436,Hatchback,80.0,6
VEH08437,Sedan,100.0,0
VEH08438,Pickup,40.0,10
VEH08439,Pickup,40.0,5
VEH08440,SUV,70.0,3
VEH08441,SUV,70.0,1
VEH08442,SUV,70.0,5
VEH08443,SUV,50.0,0
VEH08444,Van,60.0,11
VEH08445,Hatchback,40.0,6
VEH08446,SUV,50.0,8
VEH08447,SUV,70.0,1
VEH08448,Sedan,80.0,1
VEH08449,Sedan,50.0,2
VEH08450,Sedan,70.0,9
VEH08451,Van,50.0,2
VEH08452,Sedan,50.0,1
VEH08453,SUV,50.0,9
VEH08454,Van,80.0,9
VEH08455,Pickup,60.0,5
VEH08456,Sedan,90.0,2
VEH08457,SUV,70.0,6
VEH08458,SUV,60.0,0
VEH08459,Pickup,80.0,1
VEH08460,SUV,80.0,4
VEH08461,Pickup,50.0,8
VEH08462,Pickup,70.0,4
VEH08463,Van,90.0,3
VEH08464,Sedan,80.0,6
VEH08465,Pickup,60.0,11
VEH08466,Hatchback,80.0,6
VEH08467,SUV,60.0,11
VEH08468,SUV,60.0,2
VEH08469,Pickup,60.0,10
VEH08470,Sedan,90.0,1
VEH08471,Pickup,70.0,5
VEH08472,Sedan,40.0,8
VEH08473,SUV,80.0,11
VEH08474,Sedan,70.0,7
VEH08475,SUV,40.0,8
VEH08476,Sedan,70.0,11
VEH08477,Van,60.0,11
VEH08478,Hatchback,80.0,0
VEH08479,Sedan,90.0,8
VEH08480,Hatchback,90.0,5
VEH08481,Van,60.0,2
VEH08482,SUV,80.0,7
VEH08483,Pickup,40.0,3
VEH08484,SUV,40.0,2
VEH08485,Sedan,70.0,0
VEH08486,SUV,60.0,10
VEH08487,Pickup,50.0,5
VEH08488,Hatchback,70.0,4
VEH08489,Hatchback,80.0,11
VEH08490,SUV,40.0,5
VEH08491,Pickup,40.0,2
VEH08492,Sedan,60.0,5
VEH08493,Sedan,40.0,3
VEH08494,SUV,80.0,8
VEH08495,Sedan,40.0,6
VEH08496,SUV,80.0,3
VEH08497,SUV,90.0,11
VEH08498,SUV,50.0,7
VEH08499,Sedan,90.0,10
VEH08500,Sedan,40.0,3
VEH08501,SUV,40.0,11
VEH08502,Sedan,60.0,3
VEH08503,SUV,60.0,0
VEH08504,Pickup,50.0,8
VEH08505,SUV,60.0,5
VEH08506,Sedan,80.0,6
VEH08507,Hatchback,70.0,9
VEH08508,Van,60.0,10
VEH08509,SUV,40.0,3
VEH08510,Hatchback,40.0,8
VEH08511,Sedan,40.0,6
VEH08512,SUV,70.0,11
VEH08513,Sedan,60.0,8
VEH08514,Hatchback,40.0,1
VEH08515,Pickup,50.0,3
VEH08516,Sedan,80.0,5
VEH08517,Pickup,70.0,8
VEH08518,Van,50.0,4
VEH08519,Hatchback,80.0,1
VEH08520,Hatchback,80.0,1
VEH08521,Pickup,40.0,0
VEH08522,Pickup,60.0,9
VEH08523,Sedan,70.0,7
VEH08524,Sedan,80.0,11
VEH08525,SUV,50.0,8
VEH08526,Sedan,90.0,11
VEH08527,Hatchback,80.0,10
VEH08528,Hatchback,80.0,8
VEH08529,Sedan,90.0,8
VEH08530,SUV,70.0,8
VEH08531,Sedan,50.0,5
VEH08532,Sedan,60.0,5
VEH08533,SUV,60.0,6
VEH08534,Sedan,60.0,11
VEH08535,Sedan,70.0,9
VEH08536,SUV,60.0,5
VEH08537,SUV,50.0,0
VEH08538,Hatchback,70.0,3
VEH08539,Sedan,40.0,0
VEH08540,Pickup,60.0,3
VEH08541,Sedan,40.0,3
VEH08542,SUV,70.0,2
VEH08543,SUV,60.0,7
VEH08544,Hatchback,40.0,5
VEH08545,Pickup,90.0,11
VEH08546,SUV,40.0,5
VEH08547,Sedan,70.0,5
VEH08548,Hatchback,50.0,7
VEH08549,Hatchback,90.0,6
VEH08550,SUV,60.0,11
VEH08551,SUV,90.0,10
VEH08552,SUV,90.0,11
VEH08553,SUV,60.0,8
VEH08554,SUV,80.0,0
VEH08555,Sedan,60.0,9
VEH08556,SUV,70.0,5
VEH08557,Pickup,70.0,2
VEH08558,Sedan,50.0,5
VEH08559,Hatchback,70.0,8
VEH08560,Hatchback,90.0,4
VEH08561,Hatchback,60.0,6
VEH08562,Van,50.0,2
VEH08563,Sedan,40.0,10
VEH08564,Hatchback,70.0,5
VEH08565,Sedan,60.0,3
VEH08566,Hatchback,80.0,8
VEH08567,SUV,70.0,1
VEH08568,SUV,70.0,5
VEH08569,Sedan,50.0,10
VEH08570,SUV,50.0,3
VEH08571,Pickup,70.0,3
VEH08572,Van,80.0,0
VEH08573,Sedan,50.0,6
VEH08574,Sedan,60.0,3
VEH08575,Sedan,40.0,2
VEH08576,Hatchback,70.0,0
VEH08577,SUV,70.0,11
VEH08578,Hatchback,60.0,0
VEH08579,Sedan,50.0,7
VEH08580,Pickup,80.0,3
VEH08581,SUV,60.0,11
VEH08582,Pickup,80.0,9
VEH08583,Sedan,60.0,11
VEH08584,Hatchback,50.0,7
VEH08585,Hatchback,50.0,0
VEH08586,Sedan,100.0,5
VEH08587,Sedan,80.0,2
VEH08588,SUV,40.0,8
VEH08589,SUV,50.0,4
VEH08590,Sedan,100.0,7
VEH08591,Sedan,90.0,6
VEH08592,SUV,80.0,3
VEH08593,SUV,90.0,5
VEH08594,SUV,90.0,0
VEH08595,Hatchback,60.0,7
VEH08596,Sedan,60.0,0
VEH08597,Van,50.0,7
VEH08598,Sedan,60.0,3
VEH08599,Sedan,70.0,8
VEH08600,SUV,70.0,3
VEH08601,Pickup,50.0,9
VEH08602,SUV,80.0,0
VEH08603,SUV,80.0,10
VEH08604,Pickup,60.0,8
VEH08605,SUV,70.0,6
VEH08606,SUV,100.0,2
VEH08607,Hatchback,50.0,1
VEH08608,Van,60.0,2
VEH08609,Sedan,40.0,3
VEH08610,SUV,80.0,7
VEH08611,Sedan,70.0,1
VEH08612,Pickup,100.0,11
VEH08613,SUV,70.0,10
VEH08614,Sedan,60.0,4
VEH08615,SUV,50.0,10
VEH08616,Pickup,70.0,9
VEH08617,SUV,80.0,2
VEH08618,Sedan,40.0,2
VEH08619,Sedan,80.0,2
VEH08620,SUV,40.0,0
VEH08621,Hatchback,90.0,8
VEH08622,Pickup,40.0,3
VEH08623,Sedan,50.0,7
VEH08624,SUV,70.0,5
VEH08625,SUV,70.0,5
VEH08626,Sedan,80.0,2
VEH08627,Sedan,70.0,1
VEH08628,Hatchback,70.0,3
VEH08629,Sedan,40.0,7
VEH08630,SUV,80.0,2
VEH08631,Sedan,60.0,11
VEH08632,SUV,80.0,9
VEH08633,Pickup,90.0,10
VEH08634,Pickup,80.0,10
VEH08635,Hatchback,70.0,1
VEH08636,SUV,70.0,9
VEH08637,Sedan,60.0,5
VEH08638,SUV,60.0,10
VEH08639,Pickup,50.0,6
VEH08640,Van,80.0,6
VEH08641,Sedan,60.0,8
VEH08642,Sedan,80.0,7
VEH08643,Hatchback,50.0,3
VEH08644,Hatchback,100.0,1
VEH08645,SUV,50.0,1
VEH08646,Sedan,60.0,4
VEH08647,Sedan,70.0,9
VEH08648,Sedan,70.0,11
VEH08649,Van,70.0,4
VEH08650,SUV,70.0,8
VEH08651,SUV,50.0,3
VEH08652,SUV,70.0,10
VEH08653,SUV,50.0,9
VEH08654,Hatchback,80.0,8
VEH08655,SUV,70.0,11
VEH08656,SUV,90.0,1
VEH08657,Sedan,60.0,10
VEH08658,SUV,50.0,2
VEH08659,Sedan,70.0,10
VEH08660,SUV,50.0,11
VEH08661,Hatchback,50.0,7
VEH08662,Van,40.0,4
VEH08663,SUV,40.0,0
VEH08664,Pickup,70.0,3
VEH08665,SUV,50.0,1
VEH08666,SUV,60.0,10
VEH08667,SUV,50.0,7
VEH08668,Hatchback,70.0,10
VEH08669,SUV,40.0,6
VEH08670,Hatchback,60.0,2
VEH08671,SUV,70.0,11
VEH08672,Sedan,70.0,0
VEH08673,SUV,90.0,3
VEH08674,SUV,60.0,6
VEH08675,SUV,40.0,3
VEH08676,Hatchback,80.0,7
VEH08677,SUV,70.0,11
VEH08678,SUV,70.0,9
VEH08679,Sedan,50.0,9
VEH08680,Sedan,60.0,5
VEH08681,Hatchback,80.0,8
VEH08682,Sedan,70.0,2
VEH08683,Sedan,70.0,9
VEH08684,SUV,70.0,1
